Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein H106_02270 [Trichophyton rubrum CBS 735.88],Trichophyton rubrum CBS 735.88,Trichophyton rubrum CBS 735.88,1215332,29.5,29.5,66%,172,80.00,1499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZG08530.1?report=genbank&log$=prottop&blast_rank=245&RID=WF75DNHA016"",""EZG08530.1"")"
hypothetical protein H100_02403 [Trichophyton rubrum MR850],Trichophyton rubrum MR850,Trichophyton rubrum MR850,1215337,29.5,29.5,66%,172,80.00,1499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZF25239.1?report=genbank&log$=prottop&blast_rank=246&RID=WF75DNHA016"",""EZF25239.1"")"
hypothetical protein H101_07250 [Trichophyton interdigitale H6],Trichophyton interdigitale H6,Trichophyton interdigitale H6,1215336,29.5,29.5,66%,172,80.00,1443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZF29066.1?report=genbank&log$=prottop&blast_rank=247&RID=WF75DNHA016"",""EZF29066.1"")"
hypothetical protein DRJ42_05735 [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,2026735,29.5,29.5,66%,172,80.00,1224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLB55638.1?report=genbank&log$=prottop&blast_rank=248&RID=WF75DNHA016"",""RLB55638.1"")"
methyltransferase regulatory domain-containing protein [Pectobacterium aroidearum],Pectobacterium aroidearum,Pectobacterium aroidearum,1201031,29.5,29.5,66%,172,80.00,1140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180777810.1?report=genbank&log$=prottop&blast_rank=249&RID=WF75DNHA016"",""WP_180777810.1"")"
methyltransferase regulatory domain-containing protein [Pectobacterium carotovorum],Pectobacterium carotovorum,Pectobacterium carotovorum,554,29.5,29.5,66%,172,80.00,1140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194430401.1?report=genbank&log$=prottop&blast_rank=250&RID=WF75DNHA016"",""WP_194430401.1"")"
UDP-N-acetylglucosaminyltransferase [Coccidioides posadasii str. Silveira],Coccidioides posadasii str. Silveira,Coccidioides posadasii str. Silveira,443226,29.5,29.5,66%,172,80.00,1094,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFW15251.1?report=genbank&log$=prottop&blast_rank=251&RID=WF75DNHA016"",""EFW15251.1"")"
hypothetical protein CAEBREN_23266 [Caenorhabditis brenneri],Caenorhabditis brenneri,Caenorhabditis brenneri,135651,29.5,29.5,80%,172,66.67,1082,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGT59222.1?report=genbank&log$=prottop&blast_rank=252&RID=WF75DNHA016"",""EGT59222.1"")"
hypothetical protein ANCCAN_02786 [Ancylostoma caninum],Ancylostoma caninum,dog hookworm,29170,29.5,29.5,80%,172,66.67,1044,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RCN50999.1?report=genbank&log$=prottop&blast_rank=253&RID=WF75DNHA016"",""RCN50999.1"")"
bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [Nakamurella flava],Nakamurella sp. N5BH11,Nakamurella sp. N5BH11,2576308,29.5,29.5,100%,172,34.15,1031,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137447823.1?report=genbank&log$=prottop&blast_rank=254&RID=WF75DNHA016"",""WP_137447823.1"")"
TPA: tetratricopeptide repeat protein [Polyangiaceae bacterium],Polyangiaceae bacterium,Polyangiaceae bacterium,2268199,29.5,29.5,66%,172,81.82,1027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHH28397.1?report=genbank&log$=prottop&blast_rank=255&RID=WF75DNHA016"",""HHH28397.1"")"
hypothetical protein TERG_12374 [Trichophyton rubrum CBS 118892],Trichophyton rubrum CBS 118892,Trichophyton rubrum CBS 118892,559305,29.5,29.5,66%,172,80.00,926,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFL62201.1?report=genbank&log$=prottop&blast_rank=256&RID=WF75DNHA016"",""KFL62201.1"")"
Lipase-like pad4 [Thalictrum thalictroides],Thalictrum thalictroides,Thalictrum thalictroides,46969,29.5,29.5,80%,172,58.82,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5194832.1?report=genbank&log$=prottop&blast_rank=257&RID=WF75DNHA016"",""KAF5194832.1"")"
GNAT family N-acetyltransferase [Hymenobacter elongatus],Hymenobacter elongatus,Hymenobacter elongatus,877208,29.5,29.5,93%,172,55.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TGE14762.1?report=genbank&log$=prottop&blast_rank=258&RID=WF75DNHA016"",""TGE14762.1"")"
GNAT family N-acetyltransferase [Hymenobacter elongatus],Hymenobacter elongatus,Hymenobacter elongatus,877208,29.5,29.5,93%,172,55.00,557,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167852153.1?report=genbank&log$=prottop&blast_rank=259&RID=WF75DNHA016"",""WP_167852153.1"")"
NAD(P)/FAD-dependent oxidoreductase [Streptomyces sp. NEAU-C40],Streptomyces sp. NEAU-C40,Streptomyces sp. NEAU-C40,2571141,29.5,29.5,60%,172,88.89,499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136728367.1?report=genbank&log$=prottop&blast_rank=260&RID=WF75DNHA016"",""WP_136728367.1"")"
RNA polymerase sigma-54 factor [Desulfobacteraceae bacterium],Desulfobacteraceae bacterium,Desulfobacteraceae bacterium,2049433,29.5,29.5,86%,172,61.11,473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RJP42996.1?report=genbank&log$=prottop&blast_rank=261&RID=WF75DNHA016"",""RJP42996.1"")"
cytochrome P450 [Persicimonas caeni],Bradymonadales bacterium YN101,Bradymonadales bacterium YN101,2292766,29.5,29.5,80%,172,75.00,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141198791.1?report=genbank&log$=prottop&blast_rank=262&RID=WF75DNHA016"",""WP_141198791.1"")"
hypothetical protein AXK11_03065 [Cephaloticoccus primus],Cephaloticoccus primus,Cephaloticoccus primus,1548207,29.5,29.5,80%,172,75.00,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KXU37005.1?report=genbank&log$=prottop&blast_rank=263&RID=WF75DNHA016"",""KXU37005.1"")"
"plasminogen activator inhibitor 2, macrophage-like [Spodoptera litura]",Spodoptera litura,Spodoptera litura,69820,29.5,29.5,60%,172,88.89,414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_022837526.1?report=genbank&log$=prottop&blast_rank=264&RID=WF75DNHA016"",""XP_022837526.1"")"
hypothetical protein [Corallococcus coralloides],Corallococcus coralloides,Corallococcus coralloides,184914,29.5,29.5,100%,172,60.00,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014399846.1?report=genbank&log$=prottop&blast_rank=265&RID=WF75DNHA016"",""WP_014399846.1"")"
SAM-dependent methyltransferase [Cephaloticoccus primus],Cephaloticoccus primus,Cephaloticoccus primus,1548207,29.5,29.5,80%,172,75.00,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068629149.1?report=genbank&log$=prottop&blast_rank=266&RID=WF75DNHA016"",""WP_068629149.1"")"
phospho-N-acetylmuramoyl-pentapeptide-transferase [Candidatus Thioglobus sp.],Candidatus Thioglobus sp.,Candidatus Thioglobus sp.,2026721,29.5,29.5,80%,172,66.67,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MAJ75666.1?report=genbank&log$=prottop&blast_rank=267&RID=WF75DNHA016"",""MAJ75666.1"")"
hypothetical protein [Janibacter terrae],Janibacter terrae,Janibacter terrae,103817,29.5,29.5,100%,172,66.67,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068422634.1?report=genbank&log$=prottop&blast_rank=268&RID=WF75DNHA016"",""WP_068422634.1"")"
hypothetical protein [Janibacter terrae],Janibacter terrae,Janibacter terrae,103817,29.5,29.5,100%,172,66.67,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068325308.1?report=genbank&log$=prottop&blast_rank=269&RID=WF75DNHA016"",""WP_068325308.1"")"
hypothetical protein [Kytococcus sp.],Kytococcus sp.,Kytococcus sp.,1871620,29.5,29.5,100%,172,66.67,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA4085395.1?report=genbank&log$=prottop&blast_rank=270&RID=WF75DNHA016"",""MBA4085395.1"")"
TPA: hypothetical protein [Janibacter terrae],Janibacter terrae,Janibacter terrae,103817,29.5,29.5,100%,172,66.67,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCE61279.1?report=genbank&log$=prottop&blast_rank=271&RID=WF75DNHA016"",""HCE61279.1"")"
LysR family transcriptional regulator [Sinirhodobacter populi],Sinirhodobacter populi,Sinirhodobacter populi,2306993,29.5,29.5,73%,172,81.82,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128180455.1?report=genbank&log$=prottop&blast_rank=272&RID=WF75DNHA016"",""WP_128180455.1"")"
LysR family transcriptional regulator [Sinirhodobacter populi],Sinirhodobacter populi,Sinirhodobacter populi,2306993,29.5,29.5,73%,172,81.82,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128269073.1?report=genbank&log$=prottop&blast_rank=273&RID=WF75DNHA016"",""WP_128269073.1"")"
LysR family transcriptional regulator [Sinirhodobacter populi],Sinirhodobacter populi,Sinirhodobacter populi,2306993,29.5,29.5,73%,172,81.82,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128237704.1?report=genbank&log$=prottop&blast_rank=274&RID=WF75DNHA016"",""WP_128237704.1"")"
LysR family transcriptional regulator [Sinirhodobacter populi],Sinirhodobacter populi,Sinirhodobacter populi,2306993,29.5,29.5,73%,172,81.82,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128209207.1?report=genbank&log$=prottop&blast_rank=275&RID=WF75DNHA016"",""WP_128209207.1"")"
CHAD domain-containing protein [Agromyces sp. LHK192],Agromyces sp. LHK192,Agromyces sp. LHK192,2498704,29.5,29.5,60%,172,88.89,296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_164863505.1?report=genbank&log$=prottop&blast_rank=276&RID=WF75DNHA016"",""WP_164863505.1"")"
methyltransferase domain-containing protein [Betaproteobacteria bacterium],Betaproteobacteria bacterium,Betaproteobacteria bacterium,1891241,29.5,29.5,60%,172,90.00,234,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMH58322.1?report=genbank&log$=prottop&blast_rank=277&RID=WF75DNHA016"",""TMH58322.1"")"
hemerythrin domain-containing protein [Streptomyces melanogenes],Streptomyces melanogenes,Streptomyces melanogenes,67326,29.5,29.5,60%,172,88.89,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190092977.1?report=genbank&log$=prottop&blast_rank=278&RID=WF75DNHA016"",""WP_190092977.1"")"
DUF3365 domain-containing protein [Planctomycetes bacterium],Planctomycetes bacterium,Planctomycetes bacterium,2026780,29.5,29.5,66%,172,75.00,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLS56330.1?report=genbank&log$=prottop&blast_rank=279&RID=WF75DNHA016"",""RLS56330.1"")"
hypothetical protein [Micromonospora yangpuensis],Micromonospora yangpuensis,Micromonospora yangpuensis,683228,29.5,29.5,100%,172,48.00,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091439216.1?report=genbank&log$=prottop&blast_rank=280&RID=WF75DNHA016"",""WP_091439216.1"")"
a-agglutinin core AGA1 [Fusarium acutatum],Fusarium acutatum,Fusarium acutatum,78861,29.5,29.5,80%,172,75.00,190,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF4420008.1?report=genbank&log$=prottop&blast_rank=281&RID=WF75DNHA016"",""KAF4420008.1"")"
a-agglutinin core AGA1 [Fusarium beomiforme],Fusarium beomiforme,Fusarium beomiforme,44412,29.5,29.5,80%,172,75.00,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF4333724.1?report=genbank&log$=prottop&blast_rank=282&RID=WF75DNHA016"",""KAF4333724.1"")"
hypothetical protein [Herbidospora cretacea],Herbidospora cretacea,Herbidospora cretacea,28444,29.5,29.5,60%,172,88.89,128,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156045876.1?report=genbank&log$=prottop&blast_rank=283&RID=WF75DNHA016"",""WP_156045876.1"")"
hypothetical protein CKY28_08840 [Sphingomonas lenta],Sphingomonas sp. 1PNM-20,Sphingomonas sp. 1PNM-20,1141887,29.1,29.1,53%,243,100.00,72,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PAX07735.1?report=genbank&log$=prottop&blast_rank=284&RID=WF75DNHA016"",""PAX07735.1"")"
TPA: hypothetical protein [Betaproteobacteria bacterium],Betaproteobacteria bacterium,Betaproteobacteria bacterium,1891241,29.1,29.1,53%,244,100.00,81,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCA26540.1?report=genbank&log$=prottop&blast_rank=285&RID=WF75DNHA016"",""HCA26540.1"")"
DUF504 domain-containing protein [Aromatoleum toluolicum],Azoarcus sp. T,Azoarcus sp. T,90060,29.1,29.1,73%,244,81.82,95,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169138550.1?report=genbank&log$=prottop&blast_rank=286&RID=WF75DNHA016"",""WP_169138550.1"")"
hypothetical protein [Streptomyces autolyticus],Streptomyces autolyticus,Streptomyces autolyticus,75293,29.1,29.1,66%,244,80.00,95,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_193525068.1?report=genbank&log$=prottop&blast_rank=287&RID=WF75DNHA016"",""WP_193525068.1"")"
hypothetical protein SAMN05518855_1002282 [Paenibacillus sp. CF384],Paenibacillus sp. CF384,Paenibacillus sp. CF384,1884382,29.1,29.1,66%,244,80.00,99,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SDW47867.1?report=genbank&log$=prottop&blast_rank=288&RID=WF75DNHA016"",""SDW47867.1"")"
ferritin family protein [Sulfurospirillum sp.],Sulfurospirillum sp.,Sulfurospirillum sp.,2053622,29.1,29.1,66%,244,80.00,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0490641.1?report=genbank&log$=prottop&blast_rank=289&RID=WF75DNHA016"",""MBE0490641.1"")"
SET domain-containing protein [Gemmatimonadales bacterium],Gemmatimonadales bacterium,Gemmatimonadales bacterium,2448054,29.1,29.1,53%,244,100.00,175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA3893252.1?report=genbank&log$=prottop&blast_rank=290&RID=WF75DNHA016"",""MBA3893252.1"")"
gamma-glutamylcyclotransferase [Aquabacter cavernae],Aquabacter cavernae,Aquabacter cavernae,2496029,29.1,29.1,93%,244,73.33,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127088781.1?report=genbank&log$=prottop&blast_rank=291&RID=WF75DNHA016"",""WP_127088781.1"")"
gamma-glutamylcyclotransferase [Rhizobiales bacterium 17-65-6],Rhizobiales bacterium 17-65-6,Rhizobiales bacterium 17-65-6,1970547,29.1,29.1,93%,244,73.33,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYZ99884.1?report=genbank&log$=prottop&blast_rank=292&RID=WF75DNHA016"",""OYZ99884.1"")"
gamma-glutamylcyclotransferase [Azorhizobium sp. 39-67-5],Azorhizobium sp. 39-67-5,Azorhizobium sp. 39-67-5,1970322,29.1,29.1,93%,244,73.33,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OZA92008.1?report=genbank&log$=prottop&blast_rank=293&RID=WF75DNHA016"",""OZA92008.1"")"
bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase [Frankiales bacterium],Frankiales bacterium,Frankiales bacterium,1909291,29.1,29.1,100%,244,66.67,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAL13273.1?report=genbank&log$=prottop&blast_rank=294&RID=WF75DNHA016"",""TAL13273.1"")"
GTP cyclohydrolase I FolE [Mycobacterium sp. 852002-51163_SCH5372311],Mycobacterium sp. 852002-51163_SCH5372311,Mycobacterium sp. 852002-51163_SCH5372311,1834097,29.1,29.1,53%,244,100.00,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067234049.1?report=genbank&log$=prottop&blast_rank=295&RID=WF75DNHA016"",""WP_067234049.1"")"
hypothetical protein HMPREF9336_02389 [Segniliparus rugosus ATCC BAA-974],Segniliparus rugosus ATCC BAA-974,Segniliparus rugosus ATCC BAA-974,679197,29.1,29.1,60%,244,90.00,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFV12761.1?report=genbank&log$=prottop&blast_rank=296&RID=WF75DNHA016"",""EFV12761.1"")"
DUF4129 domain-containing protein [Segniliparus rugosus],Segniliparus rugosus,Segniliparus rugosus,286804,29.1,29.1,60%,244,90.00,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156920321.1?report=genbank&log$=prottop&blast_rank=297&RID=WF75DNHA016"",""WP_156920321.1"")"
branched-chain amino acid ABC transporter ATP-binding protein [Candidatus Rokubacteria bacterium GWA2_70_23],Candidatus Rokubacteria bacterium GWA2_70_23,Candidatus Rokubacteria bacterium GWA2_70_23,1802095,29.1,29.1,86%,244,69.23,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGK82140.1?report=genbank&log$=prottop&blast_rank=298&RID=WF75DNHA016"",""OGK82140.1"")"
hypothetical protein DRQ53_10620 [bacterium],bacterium,bacterium,1869227,29.1,29.1,80%,244,71.43,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RKZ14806.1?report=genbank&log$=prottop&blast_rank=299&RID=WF75DNHA016"",""RKZ14806.1"")"
NAD(P)-dependent oxidoreductase [Agrobacterium sp. LAD9],Agrobacterium sp. LAD9,Agrobacterium sp. LAD9,2055153,29.1,29.1,73%,244,81.82,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_107676461.1?report=genbank&log$=prottop&blast_rank=300&RID=WF75DNHA016"",""WP_107676461.1"")"
hypothetical protein [Halomicrobium zhouii],Halomicrobium zhouii,Halomicrobium zhouii,767519,29.1,29.1,66%,244,80.00,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089819324.1?report=genbank&log$=prottop&blast_rank=301&RID=WF75DNHA016"",""WP_089819324.1"")"
bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase [Frankiales bacterium],Frankiales bacterium,Frankiales bacterium,1909291,29.1,29.1,100%,244,66.67,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7374815.1?report=genbank&log$=prottop&blast_rank=302&RID=WF75DNHA016"",""MBC7374815.1"")"
hypothetical protein [Pelagicoccus sp. NFK12],Pelagicoccus sp. NFK12,Pelagicoccus sp. NFK12,2773457,29.1,29.1,86%,244,71.43,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191616048.1?report=genbank&log$=prottop&blast_rank=303&RID=WF75DNHA016"",""WP_191616048.1"")"
GGDEF domain-containing protein [Rubrobacter sp.],Rubrobacter sp.,Rubrobacter sp.,2036010,29.1,29.1,66%,244,81.82,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA2377822.1?report=genbank&log$=prottop&blast_rank=304&RID=WF75DNHA016"",""MBA2377822.1"")"
sugar ABC transporter permease [Microbacterium sp. RU33B],Microbacterium sp. RU33B,Microbacterium sp. RU33B,1907390,29.1,29.1,53%,244,100.00,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143733584.1?report=genbank&log$=prottop&blast_rank=305&RID=WF75DNHA016"",""WP_143733584.1"")"
hypothetical protein [Clostridiales bacterium],Clostridiales bacterium,Clostridiales bacterium,1898207,29.1,29.1,60%,244,90.00,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLD34420.1?report=genbank&log$=prottop&blast_rank=306&RID=WF75DNHA016"",""NLD34420.1"")"
proteoglycan 4-like isoform X6 [Echeneis naucrates],Echeneis naucrates,live sharksucker,173247,29.1,29.1,53%,244,100.00,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029350350.1?report=genbank&log$=prottop&blast_rank=307&RID=WF75DNHA016"",""XP_029350350.1"")"
"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain [Archaeoglobus profundus]",Archaeoglobus profundus,Archaeoglobus profundus,84156,29.1,29.1,73%,244,62.50,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012940971.1?report=genbank&log$=prottop&blast_rank=308&RID=WF75DNHA016"",""WP_012940971.1"")"
DUF521 domain-containing protein [Rhodobacteraceae bacterium],Rhodobacteraceae bacterium,Rhodobacteraceae bacterium,1904441,29.1,29.1,60%,244,88.89,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NCX59020.1?report=genbank&log$=prottop&blast_rank=309&RID=WF75DNHA016"",""NCX59020.1"")"
sugar ABC transporter permease [Cryobacterium sp. Hh39],Cryobacterium sp. Hh39,Cryobacterium sp. Hh39,995039,29.1,29.1,53%,244,100.00,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119975064.1?report=genbank&log$=prottop&blast_rank=310&RID=WF75DNHA016"",""WP_119975064.1"")"
bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [Geodermatophilaceae bacterium],Geodermatophilaceae bacterium,Geodermatophilaceae bacterium,1882271,29.1,29.1,100%,244,66.67,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA2390518.1?report=genbank&log$=prottop&blast_rank=311&RID=WF75DNHA016"",""MBA2390518.1"")"
neurofilament heavy polypeptide-like isoform X5 [Echeneis naucrates],Echeneis naucrates,live sharksucker,173247,29.1,29.1,53%,244,100.00,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029350349.1?report=genbank&log$=prottop&blast_rank=312&RID=WF75DNHA016"",""XP_029350349.1"")"
neurofilament heavy polypeptide-like isoform X4 [Echeneis naucrates],Echeneis naucrates,live sharksucker,173247,29.1,29.1,53%,244,100.00,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029350348.1?report=genbank&log$=prottop&blast_rank=313&RID=WF75DNHA016"",""XP_029350348.1"")"
patellin-2-like isoform X3 [Echeneis naucrates],Echeneis naucrates,live sharksucker,173247,29.1,29.1,53%,244,100.00,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029350347.1?report=genbank&log$=prottop&blast_rank=314&RID=WF75DNHA016"",""XP_029350347.1"")"
translation initiation factor IF-2-like isoform X2 [Echeneis naucrates],Echeneis naucrates,live sharksucker,173247,29.1,29.1,53%,244,100.00,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029350346.1?report=genbank&log$=prottop&blast_rank=315&RID=WF75DNHA016"",""XP_029350346.1"")"
histone H1B-like isoform X1 [Echeneis naucrates],Echeneis naucrates,live sharksucker,173247,29.1,29.1,53%,244,100.00,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029350344.1?report=genbank&log$=prottop&blast_rank=316&RID=WF75DNHA016"",""XP_029350344.1"")"
Beta-barrel assembly-enhancing protease [Stenotrophomonas maltophilia],Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,40324,29.1,29.1,60%,244,88.89,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VUK01154.1?report=genbank&log$=prottop&blast_rank=317&RID=WF75DNHA016"",""VUK01154.1"")"
A/G-specific adenine glycosylase [Acidobacteria bacterium],Acidobacteria bacterium,Acidobacteria bacterium,1978231,29.1,29.1,73%,244,81.82,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RMG48695.1?report=genbank&log$=prottop&blast_rank=318&RID=WF75DNHA016"",""RMG48695.1"")"
MULTISPECIES: flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [unclassified Haloactinobacterium],unclassified Haloactinobacterium,unclassified Haloactinobacterium,2624404,29.1,29.1,53%,244,100.00,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_154793567.1?report=genbank&log$=prottop&blast_rank=319&RID=WF75DNHA016"",""WP_154793567.1"")"
NADH-dependent flavin oxidoreductase [Rhizobium leguminosarum],Rhizobium leguminosarum,Rhizobium leguminosarum,384,29.1,29.1,60%,244,77.78,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027687589.1?report=genbank&log$=prottop&blast_rank=320&RID=WF75DNHA016"",""WP_027687589.1"")"
MULTISPECIES: NADH-dependent flavin oxidoreductase [Rhizobium],Rhizobium,Rhizobium,379,29.1,29.1,60%,244,77.78,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015341792.1?report=genbank&log$=prottop&blast_rank=321&RID=WF75DNHA016"",""WP_015341792.1"")"
NADH oxidase [Rhizobium sp. CCGE 510],Rhizobium sp. CCGE 510,Rhizobium sp. CCGE 510,1132836,29.1,29.1,60%,244,77.78,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EJT06201.1?report=genbank&log$=prottop&blast_rank=322&RID=WF75DNHA016"",""EJT06201.1"")"
Acetyltransferase (isoleucine patch superfamily) [Methylobacterium sp. yr668],Methylobacterium sp. yr668,Methylobacterium sp. yr668,1761801,29.1,29.1,93%,244,61.11,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SFT29084.1?report=genbank&log$=prottop&blast_rank=323&RID=WF75DNHA016"",""SFT29084.1"")"
CatB-related O-acetyltransferase [Methylobacterium radiotolerans],Methylobacterium radiotolerans,Methylobacterium radiotolerans,31998,29.1,29.1,93%,244,61.11,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127991337.1?report=genbank&log$=prottop&blast_rank=324&RID=WF75DNHA016"",""WP_127991337.1"")"
NADH-dependent flavin oxidoreductase [Rhizobium sp. CCGE 510],Rhizobium sp. CCGE 510,Rhizobium sp. CCGE 510,1132836,29.1,29.1,60%,244,77.78,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_037077896.1?report=genbank&log$=prottop&blast_rank=325&RID=WF75DNHA016"",""WP_037077896.1"")"
amino acid permease [Pseudomonas monteilii],Pseudomonas monteilii,Pseudomonas monteilii,76759,29.1,29.1,73%,244,81.82,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QHB27912.1?report=genbank&log$=prottop&blast_rank=326&RID=WF75DNHA016"",""QHB27912.1"")"
putative enzyme [Cyanobium sp. NIES-981],Cyanobium sp. NIES-981,Cyanobium sp. NIES-981,1851505,29.1,29.1,66%,244,80.00,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SBO42291.1?report=genbank&log$=prottop&blast_rank=327&RID=WF75DNHA016"",""SBO42291.1"")"
