Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TPA: hypothetical protein [Ignavibacteriales bacterium],Ignavibacteriales bacterium,Ignavibacteriales bacterium,2049428,31.6,31.6,80%,30,84.62,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCY77747.1?report=genbank&log$=prottop&blast_rank=162&RID=WVN22KES016"",""HCY77747.1"")"
hypothetical protein [Mucilaginibacter mallensis],Mucilaginibacter mallensis,Mucilaginibacter mallensis,652787,31.6,31.6,80%,30,75.00,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091373033.1?report=genbank&log$=prottop&blast_rank=163&RID=WVN22KES016"",""WP_091373033.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Rikenellaceae bacterium],Rikenellaceae bacterium,Rikenellaceae bacterium,2049048,31.6,31.6,73%,30,72.73,176,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLZ50766.1?report=genbank&log$=prottop&blast_rank=164&RID=WVN22KES016"",""NLZ50766.1"")"
hypothetical protein COA88_03125 [Kordia sp.],Kordia sp.,Kordia sp.,1965332,31.6,31.6,80%,30,75.00,150,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PHS10035.1?report=genbank&log$=prottop&blast_rank=165&RID=WVN22KES016"",""PHS10035.1"")"
predicted protein [Micromonas commoda],Micromonas commoda,Micromonas commoda,296587,31.6,31.6,80%,30,66.67,136,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002507540.1?report=genbank&log$=prottop&blast_rank=166&RID=WVN22KES016"",""XP_002507540.1"")"
hypothetical protein [Leptotrichia shahii],Leptotrichia shahii,Leptotrichia shahii,157691,31.6,31.6,66%,30,81.82,71,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018449990.1?report=genbank&log$=prottop&blast_rank=167&RID=WVN22KES016"",""WP_018449990.1"")"
family 43 glycosylhydrolase [Parabacteroides pacaensis],Parabacteroides sp. Marseille-P4001,Parabacteroides sp. Marseille-P4001,2086575,31.2,31.2,93%,43,64.29,905,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106830203.1?report=genbank&log$=prottop&blast_rank=168&RID=WVN22KES016"",""WP_106830203.1"")"
SusC/RagA family TonB-linked outer membrane protein [Chitinophagaceae bacterium],Chitinophagaceae bacterium,Chitinophagaceae bacterium,1869212,31.2,31.2,60%,43,88.89,893,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RYY22096.1?report=genbank&log$=prottop&blast_rank=169&RID=WVN22KES016"",""RYY22096.1"")"
hypothetical protein AMJ90_05495 [candidate division Zixibacteria bacterium SM23_73_2],candidate division Zixibacteria bacterium SM23_73_2,candidate division Zixibacteria bacterium SM23_73_2,1703426,31.2,31.2,100%,43,57.14,888,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KPL02585.1?report=genbank&log$=prottop&blast_rank=170&RID=WVN22KES016"",""KPL02585.1"")"
S9 family peptidase [Parachlamydiaceae bacterium],Parachlamydiaceae bacterium,Parachlamydiaceae bacterium,2052176,31.2,31.2,73%,43,81.82,625,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA3721613.1?report=genbank&log$=prottop&blast_rank=171&RID=WVN22KES016"",""MBA3721613.1"")"
von Willebrand factor type A domain-containing protein [Clostridium sp. CAG:448],Clostridium sp. CAG:448,Clostridium sp. CAG:448,1262808,31.2,31.2,60%,43,88.89,514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CDC60331.1?report=genbank&log$=prottop&blast_rank=172&RID=WVN22KES016"",""CDC60331.1"")"
LTA synthase family protein [[Clostridium] saccharogumia],[Clostridium] saccharogumia,[Clostridium] saccharogumia,341225,31.2,31.2,86%,43,61.11,506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084300639.1?report=genbank&log$=prottop&blast_rank=173&RID=WVN22KES016"",""WP_084300639.1"")"
TPA: S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Bacteroidales bacterium],Bacteroidales bacterium,Bacteroidales bacterium,2030927,31.2,31.2,73%,43,81.82,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHX31044.1?report=genbank&log$=prottop&blast_rank=174&RID=WVN22KES016"",""HHX31044.1"")"
TPA: S-adenosylmethionine tRNA ribosyltransferase [Rikenellaceae bacterium],Rikenellaceae bacterium,Rikenellaceae bacterium,2049048,31.2,31.2,80%,43,75.00,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBN01687.1?report=genbank&log$=prottop&blast_rank=175&RID=WVN22KES016"",""HBN01687.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella oralis],Prevotella oralis,Prevotella oralis,28134,31.2,31.2,73%,43,72.73,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_004370295.1?report=genbank&log$=prottop&blast_rank=176&RID=WVN22KES016"",""WP_004370295.1"")"
MULTISPECIES: S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella],Prevotella,Prevotella,838,31.2,31.2,73%,43,72.73,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023983290.1?report=genbank&log$=prottop&blast_rank=177&RID=WVN22KES016"",""WP_023983290.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase 2 [Alistipes sp. CAG:514],Alistipes sp. CAG:514,Alistipes sp. CAG:514,1262696,31.2,31.2,73%,43,72.73,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCX51925.1?report=genbank&log$=prottop&blast_rank=178&RID=WVN22KES016"",""CCX51925.1"")"
hypothetical protein [Clostridiaceae bacterium],Clostridiaceae bacterium,Clostridiaceae bacterium,1898204,31.2,31.2,80%,43,50.00,364,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLY95869.1?report=genbank&log$=prottop&blast_rank=179&RID=WVN22KES016"",""NLY95869.1"")"
alcohol dehydrogenase catalytic domain-containing protein [Candidatus Atribacteria bacterium],Candidatus Atribacteria bacterium,Candidatus Atribacteria bacterium,2053509,31.2,31.2,73%,43,52.63,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLY05966.1?report=genbank&log$=prottop&blast_rank=180&RID=WVN22KES016"",""NLY05966.1"")"
putative head protein [Brevibacillus phage Osiris],Brevibacillus phage Osiris,Brevibacillus phage Osiris,1691955,31.2,31.2,86%,43,47.62,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_009215022.1?report=genbank&log$=prottop&blast_rank=181&RID=WVN22KES016"",""YP_009215022.1"")"
major capsid protein [Brevibacillus sp. SKDU10],Brevibacillus sp. SKDU10,Brevibacillus sp. SKDU10,1247872,31.2,31.2,86%,43,47.62,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_064016473.1?report=genbank&log$=prottop&blast_rank=182&RID=WVN22KES016"",""WP_064016473.1"")"
major capsid protein [Brevibacillus laterosporus],Brevibacillus laterosporus,Brevibacillus laterosporus,1465,31.2,31.2,86%,43,47.62,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022583694.1?report=genbank&log$=prottop&blast_rank=183&RID=WVN22KES016"",""WP_022583694.1"")"
TPA: BMP family ABC transporter substrate-binding protein [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,31.2,31.2,80%,43,78.57,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGV42646.1?report=genbank&log$=prottop&blast_rank=184&RID=WVN22KES016"",""HGV42646.1"")"
hypothetical protein GCM10011412_07900 [Maribacter cobaltidurans],Maribacter cobaltidurans,Maribacter cobaltidurans,1178778,31.2,31.2,86%,43,76.92,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GGD72677.1?report=genbank&log$=prottop&blast_rank=185&RID=WVN22KES016"",""GGD72677.1"")"
MATH and LRR domain-containing protein PFE0570w-like isoform X2 [Aphis craccivora],Aphis craccivora,cowpea aphid,307492,31.2,31.2,80%,43,75.00,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF0751736.1?report=genbank&log$=prottop&blast_rank=186&RID=WVN22KES016"",""KAF0751736.1"")"
TlpA family protein disulfide reductase [Maribacter cobaltidurans],Maribacter cobaltidurans,Maribacter cobaltidurans,1178778,31.2,31.2,86%,43,76.92,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094995648.1?report=genbank&log$=prottop&blast_rank=187&RID=WVN22KES016"",""WP_094995648.1"")"
hypothetical protein [Flavobacterium sp. 14A],Flavobacterium sp. 14A,Flavobacterium sp. 14A,2735896,30.8,30.8,93%,60,64.29,45,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_173837629.1?report=genbank&log$=prottop&blast_rank=188&RID=WVN22KES016"",""WP_173837629.1"")"
DUF5057 domain-containing protein [Ruminococcus sp. AF41-9],Ruminococcus sp. AF41-9,Ruminococcus sp. AF41-9,2292069,30.8,30.8,86%,61,69.23,2128,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119232939.1?report=genbank&log$=prottop&blast_rank=189&RID=WVN22KES016"",""WP_119232939.1"")"
hypothetical protein [Flavobacterium spartansii],Flavobacterium spartansii,Flavobacterium spartansii,1278819,30.8,30.8,86%,61,69.23,1343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_070908313.1?report=genbank&log$=prottop&blast_rank=190&RID=WVN22KES016"",""WP_070908313.1"")"
insulinase family protein [Gillisia mitskevichiae],Gillisia mitskevichiae,Gillisia mitskevichiae,270921,30.8,30.8,80%,61,75.00,938,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_121345883.1?report=genbank&log$=prottop&blast_rank=191&RID=WVN22KES016"",""WP_121345883.1"")"
hypothetical protein [Gammaproteobacteria bacterium],Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,1913989,30.8,30.8,80%,61,75.00,848,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NVK24225.1?report=genbank&log$=prottop&blast_rank=192&RID=WVN22KES016"",""NVK24225.1"")"
hypothetical protein DCO96_09040 [Fluviicola sp. XM-24bin1],Fluviicola sp. XM-24bin1,Fluviicola sp. XM-24bin1,2133950,30.8,30.8,66%,61,80.00,692,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PWL28112.1?report=genbank&log$=prottop&blast_rank=193&RID=WVN22KES016"",""PWL28112.1"")"
CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,30.8,30.8,80%,61,76.92,576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE9512196.1?report=genbank&log$=prottop&blast_rank=194&RID=WVN22KES016"",""MBE9512196.1"")"
RagB/SusD family nutrient uptake outer membrane protein [Parabacteroides sp. N37],Parabacteroides sp. N37,Parabacteroides sp. N37,2763057,30.8,30.8,80%,61,75.00,573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_186928392.1?report=genbank&log$=prottop&blast_rank=195&RID=WVN22KES016"",""WP_186928392.1"")"
RagB/SusD family nutrient uptake outer membrane protein [Parabacteroides merdae],Parabacteroides merdae,Parabacteroides merdae,46503,30.8,30.8,80%,61,75.00,573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122121595.1?report=genbank&log$=prottop&blast_rank=196&RID=WVN22KES016"",""WP_122121595.1"")"
MULTISPECIES: hypothetical protein [Bacteroidales],Bacteroidales,Bacteroidales,171549,30.8,30.8,73%,61,55.56,525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_007835207.1?report=genbank&log$=prottop&blast_rank=197&RID=WVN22KES016"",""WP_007835207.1"")"
tagaturonate reductase [Chitinophaga caeni],Chitinophaga caeni,Chitinophaga caeni,2029983,30.8,30.8,93%,61,71.43,505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_098192155.1?report=genbank&log$=prottop&blast_rank=198&RID=WVN22KES016"",""WP_098192155.1"")"
TPA: carbohydrate ABC transporter substrate-binding protein [Lachnospiraceae bacterium],Lachnospiraceae bacterium,Lachnospiraceae bacterium,1898203,30.8,30.8,73%,61,81.82,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAS20760.1?report=genbank&log$=prottop&blast_rank=199&RID=WVN22KES016"",""HAS20760.1"")"
TPA: carbohydrate ABC transporter substrate-binding protein [Lachnospiraceae bacterium],Lachnospiraceae bacterium,Lachnospiraceae bacterium,1898203,30.8,30.8,73%,61,81.82,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAV27194.1?report=genbank&log$=prottop&blast_rank=200&RID=WVN22KES016"",""HAV27194.1"")"
carbohydrate ABC transporter substrate-binding protein [Alloscardovia omnicolens],Alloscardovia omnicolens,Alloscardovia omnicolens,419015,30.8,30.8,73%,61,81.82,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022856676.1?report=genbank&log$=prottop&blast_rank=201&RID=WVN22KES016"",""WP_022856676.1"")"
carbohydrate ABC transporter substrate-binding protein [Alloscardovia omnicolens],Alloscardovia omnicolens,Alloscardovia omnicolens,419015,30.8,30.8,73%,61,81.82,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021617470.1?report=genbank&log$=prottop&blast_rank=202&RID=WVN22KES016"",""WP_021617470.1"")"
MULTISPECIES: carbohydrate ABC transporter substrate-binding protein [Alloscardovia],Alloscardovia,Alloscardovia,419014,30.8,30.8,73%,61,81.82,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049188111.1?report=genbank&log$=prottop&blast_rank=203&RID=WVN22KES016"",""WP_049188111.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella scopos],Prevotella scopos,Prevotella scopos,589437,30.8,30.8,73%,61,72.73,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_065368054.1?report=genbank&log$=prottop&blast_rank=204&RID=WVN22KES016"",""WP_065368054.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella fusca],Prevotella fusca,Prevotella fusca,589436,30.8,30.8,73%,61,72.73,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025078170.1?report=genbank&log$=prottop&blast_rank=205&RID=WVN22KES016"",""WP_025078170.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella corporis],Prevotella corporis,Prevotella corporis,28128,30.8,30.8,80%,61,66.67,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_060940945.1?report=genbank&log$=prottop&blast_rank=206&RID=WVN22KES016"",""WP_060940945.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,30.8,30.8,73%,61,72.73,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBF1578279.1?report=genbank&log$=prottop&blast_rank=207&RID=WVN22KES016"",""MBF1578279.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,30.8,30.8,73%,61,72.73,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBF1616860.1?report=genbank&log$=prottop&blast_rank=208&RID=WVN22KES016"",""MBF1616860.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella corporis],Prevotella corporis,Prevotella corporis,28128,30.8,30.8,80%,61,66.67,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025876781.1?report=genbank&log$=prottop&blast_rank=209&RID=WVN22KES016"",""WP_025876781.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,30.8,30.8,73%,61,72.73,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBF1627585.1?report=genbank&log$=prottop&blast_rank=210&RID=WVN22KES016"",""MBF1627585.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. CAG:924],Prevotella sp. CAG:924,Prevotella sp. CAG:924,1262938,30.8,30.8,73%,61,72.73,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCY02674.1?report=genbank&log$=prottop&blast_rank=211&RID=WVN22KES016"",""CCY02674.1"")"
imidazolonepropionase [Saprospirales bacterium],Saprospirales bacterium,Saprospirales bacterium,2026790,30.8,30.8,100%,61,58.82,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TVQ50021.1?report=genbank&log$=prottop&blast_rank=212&RID=WVN22KES016"",""TVQ50021.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Porphyromonas catoniae],Porphyromonas catoniae,Porphyromonas catoniae,41976,30.8,30.8,73%,61,72.73,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044169647.1?report=genbank&log$=prottop&blast_rank=213&RID=WVN22KES016"",""WP_044169647.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Porphyromonas catoniae],Porphyromonas catoniae,Porphyromonas catoniae,41976,30.8,30.8,73%,61,72.73,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_005468013.1?report=genbank&log$=prottop&blast_rank=214&RID=WVN22KES016"",""WP_005468013.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Fermentimonas caenicola],Fermentimonas caenicola,Fermentimonas caenicola,1562970,30.8,30.8,80%,61,66.67,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAH61762.1?report=genbank&log$=prottop&blast_rank=215&RID=WVN22KES016"",""TAH61762.1"")"
hypothetical protein ING2E5B_1346 [Fermentimonas caenicola],Fermentimonas caenicola,Fermentimonas caenicola,1562970,30.8,30.8,80%,61,66.67,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CEA16095.1?report=genbank&log$=prottop&blast_rank=216&RID=WVN22KES016"",""CEA16095.1"")"
TPA: S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Fermentimonas caenicola],Fermentimonas caenicola,Fermentimonas caenicola,1562970,30.8,30.8,80%,61,66.67,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHU40764.1?report=genbank&log$=prottop&blast_rank=217&RID=WVN22KES016"",""HHU40764.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Lascolabacillus massiliensis],Lascolabacillus massiliensis,Lascolabacillus massiliensis,1627894,30.8,30.8,80%,61,66.67,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053826157.1?report=genbank&log$=prottop&blast_rank=218&RID=WVN22KES016"",""WP_053826157.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Bacteroides sp.],Bacteroides sp.,Bacteroides sp.,29523,30.8,30.8,80%,61,66.67,413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD5358607.1?report=genbank&log$=prottop&blast_rank=219&RID=WVN22KES016"",""MBD5358607.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. CAG:1320],Prevotella sp. CAG:1320,Prevotella sp. CAG:1320,1262922,30.8,30.8,73%,61,72.73,413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CDA93743.1?report=genbank&log$=prottop&blast_rank=220&RID=WVN22KES016"",""CDA93743.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Alloprevotella tannerae],Alloprevotella tannerae,Alloprevotella tannerae,76122,30.8,30.8,73%,61,81.82,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBF0970628.1?report=genbank&log$=prottop&blast_rank=221&RID=WVN22KES016"",""MBF0970628.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Flavihumibacter sp. SB-02],Flavihumibacter sp. SB-02,Flavihumibacter sp. SB-02,2676868,30.8,30.8,73%,61,81.82,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157479392.1?report=genbank&log$=prottop&blast_rank=222&RID=WVN22KES016"",""WP_157479392.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Massilibacteroides vaginae],Massilibacteroides vaginae,Massilibacteroides vaginae,1673718,30.8,30.8,73%,61,72.73,406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085535441.1?report=genbank&log$=prottop&blast_rank=223&RID=WVN22KES016"",""WP_085535441.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Draconibacterium sp. GM2-18],Draconibacterium sp. GM2-18,Draconibacterium sp. GM2-18,2697469,30.8,30.8,80%,61,66.67,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163322835.1?report=genbank&log$=prottop&blast_rank=224&RID=WVN22KES016"",""WP_163322835.1"")"
S-adenosylmethionine tRNA ribosyltransferase [Draconibacterium sediminis],Draconibacterium sediminis,Draconibacterium sediminis,1544798,30.8,30.8,80%,61,66.67,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KJF45087.1?report=genbank&log$=prottop&blast_rank=225&RID=WVN22KES016"",""KJF45087.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Draconibacterium orientale],Draconibacterium orientale,Draconibacterium orientale,1168034,30.8,52.2,86%,61,66.67,403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038555271.1?report=genbank&log$=prottop&blast_rank=226&RID=WVN22KES016"",""WP_038555271.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Draconibacterium sediminis],Draconibacterium sediminis,Draconibacterium sediminis,1544798,30.8,30.8,80%,61,66.67,403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157493587.1?report=genbank&log$=prottop&blast_rank=227&RID=WVN22KES016"",""WP_157493587.1"")"
family 2 glycosyl transferase [Calothrix sp. NIES-4101],Calothrix sp. NIES-4101,Calothrix sp. NIES-4101,2005461,30.8,30.8,80%,61,66.67,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAZ40631.1?report=genbank&log$=prottop&blast_rank=228&RID=WVN22KES016"",""BAZ40631.1"")"
hypothetical protein [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,30.8,30.8,60%,61,88.89,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQU35481.1?report=genbank&log$=prottop&blast_rank=229&RID=WVN22KES016"",""NQU35481.1"")"
tripartite tricarboxylate transporter substrate binding protein [Achromobacter sp. AONIH1],Achromobacter sp. AONIH1,Achromobacter sp. AONIH1,1758194,30.8,30.8,53%,61,100.00,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103271895.1?report=genbank&log$=prottop&blast_rank=230&RID=WVN22KES016"",""WP_103271895.1"")"
TPA: hypothetical protein [Bacteroidales bacterium],Bacteroidales bacterium,Bacteroidales bacterium,2030927,30.8,30.8,60%,61,88.89,288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAN78565.1?report=genbank&log$=prottop&blast_rank=231&RID=WVN22KES016"",""HAN78565.1"")"
glutamic acid-rich protein-like [Papaver somniferum],Papaver somniferum,opium poppy,3469,30.8,30.8,66%,61,80.00,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026398423.1?report=genbank&log$=prottop&blast_rank=232&RID=WVN22KES016"",""XP_026398423.1"")"
hypothetical protein [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,Candidatus Aenigmarchaeota archaeon,2093792,30.8,30.8,53%,61,100.00,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NIP40031.1?report=genbank&log$=prottop&blast_rank=233&RID=WVN22KES016"",""NIP40031.1"")"
hypothetical protein [Cyclobacterium sp. SYSU L10180],Cyclobacterium sp. SYSU L10180,Cyclobacterium sp. SYSU L10180,2666137,30.8,30.8,66%,61,90.00,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162418718.1?report=genbank&log$=prottop&blast_rank=234&RID=WVN22KES016"",""WP_162418718.1"")"
hypothetical protein EOO86_16875 [Pedobacter sp.],Pedobacter sp.,Pedobacter sp.,1411316,30.8,30.8,86%,61,76.92,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RZK15353.1?report=genbank&log$=prottop&blast_rank=235&RID=WVN22KES016"",""RZK15353.1"")"
hypothetical protein [Cyclobacterium sp. SYSU L10401],Cyclobacterium sp. SYSU L10401,Cyclobacterium sp. SYSU L10401,2678657,30.8,30.8,66%,61,90.00,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163380214.1?report=genbank&log$=prottop&blast_rank=236&RID=WVN22KES016"",""WP_163380214.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,30.8,30.8,73%,61,72.73,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBF1601226.1?report=genbank&log$=prottop&blast_rank=237&RID=WVN22KES016"",""MBF1601226.1"")"
hypothetical protein [Saprospiraceae bacterium],Saprospiraceae bacterium,Saprospiraceae bacterium,2202734,30.8,30.8,80%,61,76.92,141,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NJN78440.1?report=genbank&log$=prottop&blast_rank=238&RID=WVN22KES016"",""NJN78440.1"")"
hypothetical protein EOO20_04170 [Chryseobacterium sp.],Chryseobacterium sp.,Chryseobacterium sp.,1871047,30.3,30.3,60%,86,88.89,1699,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RZJ91761.1?report=genbank&log$=prottop&blast_rank=239&RID=WVN22KES016"",""RZJ91761.1"")"
translocation/assembly module TamB [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,30.3,30.3,93%,86,64.71,1444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC8487316.1?report=genbank&log$=prottop&blast_rank=240&RID=WVN22KES016"",""MBC8487316.1"")"
carboxypeptidase-like regulatory domain-containing protein [Sphingobacteriaceae bacterium],Sphingobacteriaceae bacterium,Sphingobacteriaceae bacterium,2021370,30.3,30.3,93%,86,71.43,1251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC8054277.1?report=genbank&log$=prottop&blast_rank=241&RID=WVN22KES016"",""MBC8054277.1"")"
SusC/RagA family TonB-linked outer membrane protein [Mucilaginibacter sp. OK283],Mucilaginibacter sp. OK283,Mucilaginibacter sp. OK283,1881049,30.3,30.3,73%,86,72.73,1070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090639182.1?report=genbank&log$=prottop&blast_rank=242&RID=WVN22KES016"",""WP_090639182.1"")"
putative CP [Uromyces totivirus A],Uromyces totivirus A,Uromyces totivirus A,2592702,30.3,52.6,66%,86,80.00,823,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QED43025.1?report=genbank&log$=prottop&blast_rank=243&RID=WVN22KES016"",""QED43025.1"")"
