Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein Z518_08866 [Rhinocladiella mackenziei CBS 650.93],Rhinocladiella mackenziei CBS 650.93,Rhinocladiella mackenziei CBS 650.93,1442369,28.6,28.6,80%,345,75.00,541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_013270059.1?report=genbank&log$=prottop&blast_rank=208&RID=WF777JMR016"",""XP_013270059.1"")"
Proteasome assembly chaperone [Parasponia andersonii],Parasponia andersonii,Parasponia andersonii,3476,28.6,28.6,80%,345,75.00,549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PON69297.1?report=genbank&log$=prottop&blast_rank=209&RID=WF777JMR016"",""PON69297.1"")"
hypothetical protein A1O1_05198 [Capronia coronata CBS 617.96],Capronia coronata CBS 617.96,Capronia coronata CBS 617.96,1182541,28.6,28.6,80%,345,75.00,552,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_007724274.1?report=genbank&log$=prottop&blast_rank=210&RID=WF777JMR016"",""XP_007724274.1"")"
cytochrome c oxidase assembly protein [Sanguibacter hominis],Sanguibacter hominis,Sanguibacter hominis,1312739,28.6,28.6,93%,345,71.43,649,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168448241.1?report=genbank&log$=prottop&blast_rank=211&RID=WF777JMR016"",""WP_168448241.1"")"
serine/threonine phosphatase [Jacksonvillea sp. ISTCYN1],Jacksonvillea sp. ISTCYN1,Jacksonvillea sp. ISTCYN1,2499850,28.6,28.6,60%,345,88.89,683,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162548288.1?report=genbank&log$=prottop&blast_rank=212&RID=WF777JMR016"",""WP_162548288.1"")"
hypothetical protein PHET_01912 [Paragonimus heterotremus],Paragonimus heterotremus,Paragonimus heterotremus,100268,28.6,28.6,93%,345,73.33,1365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5404748.1?report=genbank&log$=prottop&blast_rank=213&RID=WF777JMR016"",""KAF5404748.1"")"
LINE-1 retrotransposable element ORF2 protein [Symbiodinium microadriaticum],Symbiodinium microadriaticum,Symbiodinium microadriaticum,2951,28.6,28.6,100%,345,60.00,2654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OLP77707.1?report=genbank&log$=prottop&blast_rank=214&RID=WF777JMR016"",""OLP77707.1"")"
hypothetical protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,2026735,28.2,28.2,73%,487,81.82,74,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MPZ76268.1?report=genbank&log$=prottop&blast_rank=215&RID=WF777JMR016"",""MPZ76268.1"")"
uncharacterized protein BU25DRAFT_219611 [Macroventuria anomochaeta],Macroventuria anomochaeta,Macroventuria anomochaeta,301207,28.2,28.2,80%,487,69.23,84,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033556172.1?report=genbank&log$=prottop&blast_rank=216&RID=WF777JMR016"",""XP_033556172.1"")"
hypothetical protein K439DRAFT_446680 [Ramaria rubella],Ramaria rubella,Ramaria rubella,113071,28.2,28.2,80%,487,64.29,85,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF8589242.1?report=genbank&log$=prottop&blast_rank=217&RID=WF777JMR016"",""KAF8589242.1"")"
MULTISPECIES: hypothetical protein [unclassified Akkermansia],unclassified Akkermansia,unclassified Akkermansia,2608915,28.2,28.2,53%,488,87.50,89,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161981379.1?report=genbank&log$=prottop&blast_rank=218&RID=WF777JMR016"",""WP_161981379.1"")"
hypothetical protein [Paraferrimonas haliotis],Paraferrimonas haliotis,Paraferrimonas haliotis,2013866,28.2,28.2,60%,488,88.89,98,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095499727.1?report=genbank&log$=prottop&blast_rank=219&RID=WF777JMR016"",""WP_095499727.1"")"
unknown secreted protein [Papilio xuthus],Papilio xuthus,Asian swallowtail,66420,28.2,28.2,73%,488,81.82,116,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAM18403.1?report=genbank&log$=prottop&blast_rank=220&RID=WF777JMR016"",""BAM18403.1"")"
WDR93 protein [Eudromia elegans],Eudromia elegans,elegant crested-tinamou,8805,28.2,28.2,86%,488,66.67,116,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXA33128.1?report=genbank&log$=prottop&blast_rank=221&RID=WF777JMR016"",""NXA33128.1"")"
signal peptidase I [Bradymonadaceae bacterium TMQ3],Bradymonadaceae bacterium TMQ3,Bradymonadaceae bacterium TMQ3,2283320,28.2,28.2,86%,488,76.92,122,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RDV37665.1?report=genbank&log$=prottop&blast_rank=222&RID=WF777JMR016"",""RDV37665.1"")"
"uncharacterized protein NECHADRAFT_9732, partial [Fusarium vanettenii 77-13-4]",[Nectria] haematococca mpVI 77-13-4,[Nectria] haematococca mpVI 77-13-4,660122,28.2,28.2,86%,488,61.54,125,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003041234.1?report=genbank&log$=prottop&blast_rank=223&RID=WF777JMR016"",""XP_003041234.1"")"
signal peptidase I [Lujinxingia sediminis],Lujinxingia sediminis,Lujinxingia sediminis,2480984,28.2,28.2,86%,488,76.92,150,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127780061.1?report=genbank&log$=prottop&blast_rank=224&RID=WF777JMR016"",""WP_127780061.1"")"
DinB family protein [Acidobacteria bacterium],Acidobacteria bacterium,Acidobacteria bacterium,1978231,28.2,28.2,80%,488,66.67,154,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQW03183.1?report=genbank&log$=prottop&blast_rank=225&RID=WF777JMR016"",""NQW03183.1"")"
hypothetical protein ABS95_00815 [Verrucomicrobia bacterium SCN 57-15],Verrucomicrobia bacterium SCN 57-15,Verrucomicrobia bacterium SCN 57-15,1660168,28.2,28.2,66%,489,75.00,168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ODU25120.1?report=genbank&log$=prottop&blast_rank=226&RID=WF777JMR016"",""ODU25120.1"")"
hypothetical protein [Bacillus sp. 7884-1],Bacillus sp. 7884-1,Bacillus sp. 7884-1,2021693,28.2,28.2,66%,489,75.00,175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095250734.1?report=genbank&log$=prottop&blast_rank=227&RID=WF777JMR016"",""WP_095250734.1"")"
hypothetical protein [Clostridium kluyveri],Clostridium kluyveri,Clostridium kluyveri,1534,28.2,28.2,100%,489,52.94,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012101983.1?report=genbank&log$=prottop&blast_rank=228&RID=WF777JMR016"",""WP_012101983.1"")"
unknown secreted protein [Papilio xuthus],Papilio xuthus,Asian swallowtail,66420,28.2,28.2,73%,489,81.82,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAM18753.1?report=genbank&log$=prottop&blast_rank=229&RID=WF777JMR016"",""BAM18753.1"")"
PREDICTED: uncharacterized protein LOC106114350 [Papilio xuthus],Papilio xuthus,Asian swallowtail,66420,28.2,28.2,73%,489,81.82,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_013162971.1?report=genbank&log$=prottop&blast_rank=230&RID=WF777JMR016"",""XP_013162971.1"")"
uncharacterized protein DS421_18g617470 [Arachis hypogaea],Arachis hypogaea,peanut,3818,28.2,28.2,100%,489,55.56,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QHN96327.1?report=genbank&log$=prottop&blast_rank=231&RID=WF777JMR016"",""QHN96327.1"")"
hypothetical protein DD237_003277 [Peronospora effusa],Peronospora effusa,Peronospora effusa,542832,28.2,28.2,100%,489,60.00,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RQM14849.1?report=genbank&log$=prottop&blast_rank=232&RID=WF777JMR016"",""RQM14849.1"")"
hypothetical protein DD238_004859 [Peronospora effusa],Peronospora effusa,Peronospora effusa,542832,28.2,28.2,100%,489,60.00,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RMX63954.1?report=genbank&log$=prottop&blast_rank=233&RID=WF777JMR016"",""RMX63954.1"")"
ABC transporter permease [Deinococcus maricopensis],Deinococcus maricopensis,Deinococcus maricopensis,309887,28.2,28.2,66%,489,80.00,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013556266.1?report=genbank&log$=prottop&blast_rank=234&RID=WF777JMR016"",""WP_013556266.1"")"
ABC transporter permease [Deinococcus sp. NW-56],Deinococcus sp. NW-56,Deinococcus sp. NW-56,2080419,28.2,28.2,66%,489,80.00,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_104992126.1?report=genbank&log$=prottop&blast_rank=235&RID=WF777JMR016"",""WP_104992126.1"")"
ABC transporter permease [Deinococcus sp. YIM 77859],Deinococcus sp. YIM 77859,Deinococcus sp. YIM 77859,1540221,28.2,28.2,66%,489,80.00,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_034384190.1?report=genbank&log$=prottop&blast_rank=236&RID=WF777JMR016"",""WP_034384190.1"")"
ABC transporter permease [Deinococcus gobiensis],Deinococcus gobiensis,Deinococcus gobiensis,502394,28.2,28.2,66%,489,80.00,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014695742.1?report=genbank&log$=prottop&blast_rank=237&RID=WF777JMR016"",""WP_014695742.1"")"
ABC transporter permease [Deinococcus sp. Leaf326],Deinococcus sp. Leaf326,Deinococcus sp. Leaf326,1736338,28.2,28.2,66%,489,80.00,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_056299699.1?report=genbank&log$=prottop&blast_rank=238&RID=WF777JMR016"",""WP_056299699.1"")"
Crp/Fnr family transcriptional regulator [Pseudomonas alkylphenolica],Pseudomonas alkylphenolica,Pseudomonas alkylphenolica,237609,28.2,28.2,86%,489,58.82,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128323978.1?report=genbank&log$=prottop&blast_rank=239&RID=WF777JMR016"",""WP_128323978.1"")"
MULTISPECIES: hypothetical protein [Fibrobacter],Fibrobacter,Fibrobacter,832,28.2,28.2,80%,489,66.67,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078777316.1?report=genbank&log$=prottop&blast_rank=240&RID=WF777JMR016"",""WP_078777316.1"")"
hypothetical protein [Acinetobacter sp. YH12102],Acinetobacter sp. YH12102,Acinetobacter sp. YH12102,2601091,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180083054.1?report=genbank&log$=prottop&blast_rank=241&RID=WF777JMR016"",""WP_180083054.1"")"
hypothetical protein [Acinetobacter lwoffii],Acinetobacter lwoffii,Acinetobacter lwoffii,28090,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_159138289.1?report=genbank&log$=prottop&blast_rank=242&RID=WF777JMR016"",""WP_159138289.1"")"
hypothetical protein [Acinetobacter sp. YH12254],Acinetobacter sp. YH12254,Acinetobacter sp. YH12254,2601178,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180075286.1?report=genbank&log$=prottop&blast_rank=243&RID=WF777JMR016"",""WP_180075286.1"")"
MULTISPECIES: hypothetical protein [unclassified Acinetobacter],unclassified Acinetobacter,unclassified Acinetobacter,196816,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_159516166.1?report=genbank&log$=prottop&blast_rank=244&RID=WF777JMR016"",""WP_159516166.1"")"
hypothetical protein [Acinetobacter pseudolwoffii],Acinetobacter sp. ANC 5044,Acinetobacter sp. ANC 5044,2053287,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074383396.1?report=genbank&log$=prottop&blast_rank=245&RID=WF777JMR016"",""WP_074383396.1"")"
MULTISPECIES: hypothetical protein [unclassified Acinetobacter],unclassified Acinetobacter,unclassified Acinetobacter,196816,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100355626.1?report=genbank&log$=prottop&blast_rank=246&RID=WF777JMR016"",""WP_100355626.1"")"
hypothetical protein [Acinetobacter sp. YH01008],Acinetobacter sp. YH01008,Acinetobacter sp. YH01008,2601024,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180185844.1?report=genbank&log$=prottop&blast_rank=247&RID=WF777JMR016"",""WP_180185844.1"")"
hypothetical protein [Acinetobacter sp. ANC 5324],Acinetobacter sp. ANC 5324,Acinetobacter sp. ANC 5324,2053289,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100329092.1?report=genbank&log$=prottop&blast_rank=248&RID=WF777JMR016"",""WP_100329092.1"")"
hypothetical protein [Acinetobacter sp. YH18001],Acinetobacter sp. YH18001,Acinetobacter sp. YH18001,2601197,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179999255.1?report=genbank&log$=prottop&blast_rank=249&RID=WF777JMR016"",""WP_179999255.1"")"
hypothetical protein [Acinetobacter sp. NIPH 713],Acinetobacter sp. NIPH 713,Acinetobacter sp. NIPH 713,1217709,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_034608452.1?report=genbank&log$=prottop&blast_rank=250&RID=WF777JMR016"",""WP_034608452.1"")"
MULTISPECIES: hypothetical protein [Acinetobacter],Acinetobacter,Acinetobacter,469,28.2,28.2,73%,489,69.23,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100534866.1?report=genbank&log$=prottop&blast_rank=251&RID=WF777JMR016"",""WP_100534866.1"")"
hypothetical protein F925_02760 [Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512],Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512,Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512,981327,28.2,28.2,73%,489,69.23,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ENW23797.1?report=genbank&log$=prottop&blast_rank=252&RID=WF777JMR016"",""ENW23797.1"")"
hypothetical protein F906_00662 [Acinetobacter sp. NIPH 713],Acinetobacter sp. NIPH 713,Acinetobacter sp. NIPH 713,1217709,28.2,28.2,73%,489,69.23,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ENW87423.1?report=genbank&log$=prottop&blast_rank=253&RID=WF777JMR016"",""ENW87423.1"")"
hypothetical protein CDV36_014357 [Fusarium kuroshium],Fusarium kuroshium,Fusarium kuroshium,2010991,28.2,28.2,86%,489,61.54,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RMJ04980.1?report=genbank&log$=prottop&blast_rank=254&RID=WF777JMR016"",""RMJ04980.1"")"
dolichyldiphosphatase 1 isoform X1 [Meriones unguiculatus],Meriones unguiculatus,Mongolian gerbil,10047,28.2,28.2,66%,489,80.00,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_021506145.1?report=genbank&log$=prottop&blast_rank=255&RID=WF777JMR016"",""XP_021506145.1"")"
ABC transporter permease [Agrococcus sp. Marseille-P2731],Agrococcus sp. Marseille-P2731,Agrococcus sp. Marseille-P2731,1841862,28.2,28.2,80%,489,66.67,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072314530.1?report=genbank&log$=prottop&blast_rank=256&RID=WF777JMR016"",""WP_072314530.1"")"
hypothetical protein [Chloroflexi bacterium AL-N1],Chloroflexi bacterium AL-N1,Chloroflexi bacterium AL-N1,2686367,28.2,28.2,100%,489,42.31,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NOK59484.1?report=genbank&log$=prottop&blast_rank=257&RID=WF777JMR016"",""NOK59484.1"")"
hypothetical protein CDV31_016191 [Fusarium ambrosium],Fusarium ambrosium,Fusarium ambrosium,131363,28.2,28.2,86%,489,61.54,287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RSL87779.1?report=genbank&log$=prottop&blast_rank=258&RID=WF777JMR016"",""RSL87779.1"")"
protease HtpX [Caldimicrobium thiodismutans],Caldimicrobium thiodismutans,Caldimicrobium thiodismutans,1653476,28.2,28.2,73%,489,72.73,288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PMP64385.1?report=genbank&log$=prottop&blast_rank=259&RID=WF777JMR016"",""PMP64385.1"")"
M48 family metalloprotease [Caldimicrobium sp.],Caldimicrobium sp.,Caldimicrobium sp.,2024963,28.2,28.2,73%,489,72.73,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NAZ29918.1?report=genbank&log$=prottop&blast_rank=260&RID=WF777JMR016"",""NAZ29918.1"")"
TPA: protease HtpX [Caldimicrobium sp.],Caldimicrobium sp.,Caldimicrobium sp.,2024963,28.2,28.2,73%,489,72.73,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGA29936.1?report=genbank&log$=prottop&blast_rank=261&RID=WF777JMR016"",""HGA29936.1"")"
TPA: protease HtpX [Caldimicrobium sp.],Caldimicrobium sp.,Caldimicrobium sp.,2024963,28.2,28.2,73%,489,72.73,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHP31298.1?report=genbank&log$=prottop&blast_rank=262&RID=WF777JMR016"",""HHP31298.1"")"
hypothetical protein B0A54_17983 [Friedmanniomyces endolithicus],Friedmanniomyces endolithicus,Friedmanniomyces endolithicus,329885,28.2,28.2,86%,489,69.23,309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TKA23805.1?report=genbank&log$=prottop&blast_rank=263&RID=WF777JMR016"",""TKA23805.1"")"
"1,4-dihydroxy-2-naphthoate polyprenyltransferase [Lactobacillus porcinae]",Lactobacillus porcinae,Lactobacillus porcinae,1123687,28.2,28.2,86%,489,76.92,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125711114.1?report=genbank&log$=prottop&blast_rank=264&RID=WF777JMR016"",""WP_125711114.1"")"
odorant receptor 131-2-like [Megalops cyprinoides],Megalops cyprinoides,Indo-Pacific tarpon,118141,28.2,28.2,93%,489,71.43,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_036379928.1?report=genbank&log$=prottop&blast_rank=265&RID=WF777JMR016"",""XP_036379928.1"")"
TPA: phosphatidate cytidylyltransferase [Candidatus Handelsmanbacteria bacterium],Candidatus Handelsmanbacteria bacterium,Candidatus Handelsmanbacteria bacterium,2099671,28.2,28.2,86%,489,53.85,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIG54613.1?report=genbank&log$=prottop&blast_rank=266&RID=WF777JMR016"",""HIG54613.1"")"
odorant receptor 131-2-like [Megalops cyprinoides],Megalops cyprinoides,Indo-Pacific tarpon,118141,28.2,28.2,93%,489,71.43,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_036379922.1?report=genbank&log$=prottop&blast_rank=267&RID=WF777JMR016"",""XP_036379922.1"")"
hypothetical protein DIE17_36530 [Burkholderia sp. Bp9099],Burkholderia sp. Bp9099,Burkholderia sp. Bp9099,2184568,28.2,28.2,46%,489,100.00,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RQZ37363.1?report=genbank&log$=prottop&blast_rank=268&RID=WF777JMR016"",""RQZ37363.1"")"
hypothetical protein [Chloroflexi bacterium AL-W],Chloroflexi bacterium AL-W,Chloroflexi bacterium AL-W,2686371,28.2,28.2,100%,489,42.31,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NOK80554.1?report=genbank&log$=prottop&blast_rank=269&RID=WF777JMR016"",""NOK80554.1"")"
hypothetical protein G195_009846 [Phytophthora kernoviae 00238/432],Phytophthora kernoviae 00238/432,Phytophthora kernoviae 00238/432,1284355,28.2,28.2,93%,489,55.00,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF4316339.1?report=genbank&log$=prottop&blast_rank=270&RID=WF777JMR016"",""KAF4316339.1"")"
hypothetical protein [Burkholderia sp. Bp9099],Burkholderia sp. Bp9099,Burkholderia sp. Bp9099,2184568,28.2,28.2,46%,489,100.00,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_124921836.1?report=genbank&log$=prottop&blast_rank=271&RID=WF777JMR016"",""WP_124921836.1"")"
hypothetical protein BGZ94_008126 [Podila epigama],Mortierella epigama,Mortierella epigama,979699,28.2,28.2,66%,489,90.00,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF9423943.1?report=genbank&log$=prottop&blast_rank=272&RID=WF777JMR016"",""KAF9423943.1"")"
hypothetical protein TEA_002150 [Camellia sinensis var. sinensis],Camellia sinensis var. sinensis,Camellia sinensis var. sinensis,542762,28.2,28.2,60%,489,88.89,371,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THG08517.1?report=genbank&log$=prottop&blast_rank=273&RID=WF777JMR016"",""THG08517.1"")"
chloride channel protein [Corynebacterium testudinoris],Corynebacterium testudinoris,Corynebacterium testudinoris,136857,28.2,28.2,80%,489,66.67,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_083985582.1?report=genbank&log$=prottop&blast_rank=274&RID=WF777JMR016"",""WP_083985582.1"")"
conserved hypothetical protein [Uncinocarpus reesii 1704],Uncinocarpus reesii 1704,Uncinocarpus reesii 1704,336963,28.2,28.2,66%,489,80.00,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002585036.1?report=genbank&log$=prottop&blast_rank=275&RID=WF777JMR016"",""XP_002585036.1"")"
iron ABC transporter [Planctomycetaceae bacterium],Planctomycetaceae bacterium,Planctomycetaceae bacterium,2026779,28.2,28.2,46%,489,100.00,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MAB29784.1?report=genbank&log$=prottop&blast_rank=276&RID=WF777JMR016"",""MAB29784.1"")"
Trk family potassium uptake protein [Erysipelotrichaceae bacterium],Erysipelotrichaceae bacterium,Erysipelotrichaceae bacterium,2049044,28.2,28.2,80%,489,69.23,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE6108250.1?report=genbank&log$=prottop&blast_rank=277&RID=WF777JMR016"",""MBE6108250.1"")"
PREDICTED: equilibrative nucleoside transporter 3-like [Acropora digitifera],Acropora digitifera,Acropora digitifera,70779,28.2,28.2,93%,489,60.00,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015762806.1?report=genbank&log$=prottop&blast_rank=278&RID=WF777JMR016"",""XP_015762806.1"")"
V-type proton ATPase subunit S1-like [Xiphophorus hellerii],Xiphophorus hellerii,green swordtail,8084,28.2,28.2,93%,489,71.43,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032414792.1?report=genbank&log$=prottop&blast_rank=279&RID=WF777JMR016"",""XP_032414792.1"")"
Trk family potassium uptake protein [Ruminococcaceae bacterium],Ruminococcaceae bacterium,Ruminococcaceae bacterium,1898205,28.2,28.2,80%,489,69.23,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE6715365.1?report=genbank&log$=prottop&blast_rank=280&RID=WF777JMR016"",""MBE6715365.1"")"
Trk family potassium uptake protein [Anaerotignum neopropionicum],Anaerotignum neopropionicum,Anaerotignum neopropionicum,36847,28.2,28.2,80%,489,69.23,448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066084005.1?report=genbank&log$=prottop&blast_rank=281&RID=WF777JMR016"",""WP_066084005.1"")"
Trk family potassium uptake protein [Clostridia bacterium],Clostridia bacterium,Clostridia bacterium,2044939,28.2,28.2,80%,489,69.23,448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NCC15093.1?report=genbank&log$=prottop&blast_rank=282&RID=WF777JMR016"",""NCC15093.1"")"
hypothetical protein [Parcubacteria group bacterium],Parcubacteria group bacterium,Parcubacteria group bacterium,2026774,28.2,28.2,46%,489,100.00,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQV12672.1?report=genbank&log$=prottop&blast_rank=283&RID=WF777JMR016"",""NQV12672.1"")"
ABC transporter permease [Plantactinospora sp. S1510],Plantactinospora sp. S1510,Plantactinospora sp. S1510,2789879,28.2,28.2,60%,489,88.89,520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_196204132.1?report=genbank&log$=prottop&blast_rank=284&RID=WF777JMR016"",""WP_196204132.1"")"
hypothetical protein ABOM_001116 [Aspergillus bombycis],Aspergillus bombycis,Aspergillus bombycis,109264,28.2,28.2,60%,489,88.89,523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_022393916.1?report=genbank&log$=prottop&blast_rank=285&RID=WF777JMR016"",""XP_022393916.1"")"
hypothetical protein D6759_18545 [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,28.2,28.2,80%,489,68.75,523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RMF26985.1?report=genbank&log$=prottop&blast_rank=286&RID=WF777JMR016"",""RMF26985.1"")"
ABC transporter permease [Mangrovihabitans endophyticus],Mangrovihabitans endophyticus,Mangrovihabitans endophyticus,1751298,28.2,28.2,60%,489,88.89,525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189081874.1?report=genbank&log$=prottop&blast_rank=287&RID=WF777JMR016"",""WP_189081874.1"")"
ABC transporter permease [Actinoplanes digitatis],Actinoplanes digitatis,Actinoplanes digitatis,1868,28.2,28.2,60%,489,88.89,525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184995408.1?report=genbank&log$=prottop&blast_rank=288&RID=WF777JMR016"",""WP_184995408.1"")"
cellulose synthase-like protein G2 [Camellia sinensis],Camellia sinensis,Camellia sinensis,4442,28.2,28.2,60%,489,88.89,528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_028082396.1?report=genbank&log$=prottop&blast_rank=289&RID=WF777JMR016"",""XP_028082396.1"")"
PH domain-containing protein [Haloterrigena saccharevitans],Haloterrigena saccharevitans,Haloterrigena saccharevitans,301967,28.2,28.2,86%,489,66.67,538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_076145613.1?report=genbank&log$=prottop&blast_rank=290&RID=WF777JMR016"",""WP_076145613.1"")"
glycosyltransferase family 39 protein [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,28.2,28.2,66%,489,75.00,543,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA2757498.1?report=genbank&log$=prottop&blast_rank=291&RID=WF777JMR016"",""MBA2757498.1"")"
hypothetical protein DV737_g1082 [Chaetothyriales sp. CBS 132003],Chaetothyriales sp. CBS 132003,Chaetothyriales sp. CBS 132003,2249419,28.2,28.2,80%,489,75.00,545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RMZ84494.1?report=genbank&log$=prottop&blast_rank=292&RID=WF777JMR016"",""RMZ84494.1"")"
