Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
glycosyltransferase [Flammeovirga sp. OC4],Flammeovirga sp. OC4,Flammeovirga sp. OC4,1382345,28.6,28.6,86%,345,66.67,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044204118.1?report=genbank&log$=prottop&blast_rank=282&RID=WF732HJ7013"",""WP_044204118.1"")"
TPA: radical SAM protein [Candidatus Edwardsbacteria bacterium],Candidatus Edwardsbacteria bacterium,Candidatus Edwardsbacteria bacterium,2053551,28.6,28.6,86%,345,69.23,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAD81935.1?report=genbank&log$=prottop&blast_rank=283&RID=WF732HJ7013"",""HAD81935.1"")"
TIGR00299 family protein [Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_53_8],Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_53_8,Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_53_8,1797882,28.6,28.6,60%,345,88.89,398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGQ59628.1?report=genbank&log$=prottop&blast_rank=284&RID=WF732HJ7013"",""OGQ59628.1"")"
hypothetical protein [Algibacter pectinivorans],Algibacter pectinivorans,Algibacter pectinivorans,870482,28.6,28.6,86%,345,69.23,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092850252.1?report=genbank&log$=prottop&blast_rank=285&RID=WF732HJ7013"",""WP_092850252.1"")"
hypothetical protein A9Q86_15050 [Flavobacteriales bacterium 33_180_T64],Flavobacteriales bacterium 33_180_T64,Flavobacteriales bacterium 33_180_T64,1856290,28.6,28.6,60%,345,88.89,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OUR98363.1?report=genbank&log$=prottop&blast_rank=286&RID=WF732HJ7013"",""OUR98363.1"")"
tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE [Zhengella mangrovi],Zhengella mangrovi,Zhengella mangrovi,1982044,28.6,28.6,73%,345,72.73,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099302846.1?report=genbank&log$=prottop&blast_rank=287&RID=WF732HJ7013"",""WP_099302846.1"")"
sodium:calcium antiporter [halophilic archaeon],halophilic archaeon,halophilic archaeon,29295,28.6,28.6,73%,345,81.82,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RBI61813.1?report=genbank&log$=prottop&blast_rank=288&RID=WF732HJ7013"",""RBI61813.1"")"
ABC transporter ATP-binding protein [Clostridioides difficile],Clostridioides difficile,Clostridioides difficile,1496,28.6,28.6,86%,345,71.43,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021393127.1?report=genbank&log$=prottop&blast_rank=289&RID=WF732HJ7013"",""WP_021393127.1"")"
"ABC transporter cobalt-specific ATP-binding protein Tn1549-like, CTn2-Orf26 [Clostridioides difficile]",Clostridioides difficile,Clostridioides difficile,1496,28.6,28.6,86%,345,71.43,488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VIB46538.1?report=genbank&log$=prottop&blast_rank=290&RID=WF732HJ7013"",""VIB46538.1"")"
ABC transporter ATP-binding protein [Clostridioides difficile],Clostridioides difficile,Clostridioides difficile,1496,28.6,28.6,86%,345,71.43,488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021427341.1?report=genbank&log$=prottop&blast_rank=291&RID=WF732HJ7013"",""WP_021427341.1"")"
DHA2 family efflux MFS transporter permease subunit [Paenibacillus zanthoxyli],Paenibacillus zanthoxyli,Paenibacillus zanthoxyli,369399,28.6,28.6,93%,345,58.82,488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025691890.1?report=genbank&log$=prottop&blast_rank=292&RID=WF732HJ7013"",""WP_025691890.1"")"
zinc finger Y-chromosomal protein-like [Bicyclus anynana],Bicyclus anynana,squinting bush brown,110368,28.6,28.6,73%,345,72.73,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023942204.1?report=genbank&log$=prottop&blast_rank=293&RID=WF732HJ7013"",""XP_023942204.1"")"
ABC transporter ATP-binding protein [Clostridioides difficile],Clostridioides difficile,Clostridioides difficile,1496,28.6,28.6,86%,345,71.43,497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PBE46305.1?report=genbank&log$=prottop&blast_rank=294&RID=WF732HJ7013"",""PBE46305.1"")"
late protein L1 [Human papillomavirus type 209],Human papillomavirus type 209,Human papillomavirus type 209,1961924,28.6,28.6,66%,345,80.00,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AQT33343.1?report=genbank&log$=prottop&blast_rank=295&RID=WF732HJ7013"",""AQT33343.1"")"
glycoside hydrolase family 43 protein [Piromyces sp. E2],Piromyces sp. E2,Piromyces sp. E2,73868,28.6,28.6,60%,345,88.89,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OUM67806.1?report=genbank&log$=prottop&blast_rank=296&RID=WF732HJ7013"",""OUM67806.1"")"
RecName: Full=Major capsid protein L1 [Human papillomavirus 17],Human papillomavirus 17,Human papillomavirus 17,10607,28.6,28.6,66%,345,80.00,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q02514.2?report=genbank&log$=prottop&blast_rank=297&RID=WF732HJ7013"",""Q02514.2"")"
L1 protein [Human papillomavirus],Human papillomavirus,Human papillomavirus,10566,28.6,28.6,66%,345,80.00,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AZG02847.2?report=genbank&log$=prottop&blast_rank=298&RID=WF732HJ7013"",""AZG02847.2"")"
L1 [Human papillomavirus 17],Human papillomavirus 17,Human papillomavirus 17,10607,28.6,28.6,66%,345,80.00,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AFL02865.1?report=genbank&log$=prottop&blast_rank=299&RID=WF732HJ7013"",""AFL02865.1"")"
L1 protein [Human papillomavirus 159],Human papillomavirus 159,Human papillomavirus 159,1209820,28.6,28.6,66%,345,80.00,508,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCJ27721.1?report=genbank&log$=prottop&blast_rank=300&RID=WF732HJ7013"",""CCJ27721.1"")"
formate--tetrahydrofolate ligase [Brevibacillus invocatus],Brevibacillus invocatus,Brevibacillus invocatus,173959,28.6,28.6,53%,345,100.00,542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122908033.1?report=genbank&log$=prottop&blast_rank=301&RID=WF732HJ7013"",""WP_122908033.1"")"
PREDICTED: phosphatidylserine synthase 2-like [Hyalella azteca],Hyalella azteca,Hyalella azteca,294128,28.6,28.6,100%,345,64.71,587,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018010579.1?report=genbank&log$=prottop&blast_rank=302&RID=WF732HJ7013"",""XP_018010579.1"")"
hypothetical protein [Lichen partiti-like RNA virus 1],Lichen partiti-like RNA virus 1,Lichen partiti-like RNA virus 1,2726936,28.6,28.6,80%,345,68.75,599,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCD56383.1?report=genbank&log$=prottop&blast_rank=303&RID=WF732HJ7013"",""BCD56383.1"")"
molecular chaperone HtpG [Pseudoflavonifractor sp. An85],Pseudoflavonifractor sp. An85,Pseudoflavonifractor sp. An85,1965661,28.6,28.6,86%,345,64.29,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_087256821.1?report=genbank&log$=prottop&blast_rank=304&RID=WF732HJ7013"",""WP_087256821.1"")"
Hypothetical protein D9617_24g015980 [Elsinoe fawcettii],Elsinoe fawcettii,citrus scab fungus,40997,28.6,28.6,53%,345,100.00,713,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF4548885.1?report=genbank&log$=prottop&blast_rank=305&RID=WF732HJ7013"",""KAF4548885.1"")"
hypothetical protein HF521_006686 [Silurus meridionalis],Silurus meridionalis,Silurus meridionalis,175797,28.6,28.6,53%,345,100.00,716,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7694963.1?report=genbank&log$=prottop&blast_rank=306&RID=WF732HJ7013"",""KAF7694963.1"")"
gliding motility-associated C-terminal domain-containing protein [Chryseobacterium sp. JAH],Chryseobacterium sp. JAH,Chryseobacterium sp. JAH,1742858,28.6,28.6,86%,345,57.14,749,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_059124228.1?report=genbank&log$=prottop&blast_rank=307&RID=WF732HJ7013"",""WP_059124228.1"")"
hypothetical protein [Clostridiaceae bacterium],Clostridiaceae bacterium,Clostridiaceae bacterium,1898204,28.6,28.6,53%,345,100.00,767,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NMA66155.1?report=genbank&log$=prottop&blast_rank=308&RID=WF732HJ7013"",""NMA66155.1"")"
YhgE/Pip domain-containing protein [Microbacterium sp. ZXX196],Microbacterium sp. ZXX196,Microbacterium sp. ZXX196,2609291,28.6,28.6,93%,345,52.94,856,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155048654.1?report=genbank&log$=prottop&blast_rank=309&RID=WF732HJ7013"",""WP_155048654.1"")"
membrane protein [Microbacterium nanhaiense],Microbacterium nanhaiense,Microbacterium nanhaiense,1301026,28.6,28.6,93%,345,52.94,861,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GGO63200.1?report=genbank&log$=prottop&blast_rank=310&RID=WF732HJ7013"",""GGO63200.1"")"
adenosylcobalamin-dependent ribonucleoside-diphosphate reductase [Candidatus Saccharibacteria bacterium],Candidatus Saccharibacteria bacterium,Candidatus Saccharibacteria bacterium,2026720,28.6,28.6,66%,345,80.00,864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NTW61708.1?report=genbank&log$=prottop&blast_rank=311&RID=WF732HJ7013"",""NTW61708.1"")"
hypothetical protein [Microbacterium sp. ZXX196],Microbacterium sp. ZXX196,Microbacterium sp. ZXX196,2609291,28.6,28.6,93%,345,52.94,868,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MTE23956.1?report=genbank&log$=prottop&blast_rank=312&RID=WF732HJ7013"",""MTE23956.1"")"
YhgE/Pip family protein [Microbacterium nanhaiense],Microbacterium nanhaiense,Microbacterium nanhaiense,1301026,28.6,28.6,93%,345,52.94,868,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188700775.1?report=genbank&log$=prottop&blast_rank=313&RID=WF732HJ7013"",""WP_188700775.1"")"
RICIN domain-containing protein [Mucilaginibacter sp. OK283],Mucilaginibacter sp. OK283,Mucilaginibacter sp. OK283,1881049,28.6,28.6,80%,345,76.92,1165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_177183867.1?report=genbank&log$=prottop&blast_rank=314&RID=WF732HJ7013"",""WP_177183867.1"")"
Por secretion system C-terminal sorting domain-containing protein [Mucilaginibacter sp. OK283],Mucilaginibacter sp. OK283,Mucilaginibacter sp. OK283,1881049,28.6,28.6,80%,345,76.92,1175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SEP23920.1?report=genbank&log$=prottop&blast_rank=315&RID=WF732HJ7013"",""SEP23920.1"")"
hypothetical protein SteCoe_29976 [Stentor coeruleus],Stentor coeruleus,Stentor coeruleus,5963,28.6,28.6,73%,345,81.82,1377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OMJ71732.1?report=genbank&log$=prottop&blast_rank=316&RID=WF732HJ7013"",""OMJ71732.1"")"
VWA domain-containing protein [Corynebacterium diphtheriae],Corynebacterium diphtheriae,Corynebacterium diphtheriae,1717,28.6,28.6,66%,345,80.00,1479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAB0871929.1?report=genbank&log$=prottop&blast_rank=317&RID=WF732HJ7013"",""CAB0871929.1"")"
VWA domain-containing protein [Corynebacterium diphtheriae],Corynebacterium diphtheriae,Corynebacterium diphtheriae,1717,28.6,28.6,66%,345,80.00,1547,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAB0860056.1?report=genbank&log$=prottop&blast_rank=318&RID=WF732HJ7013"",""CAB0860056.1"")"
VWA domain-containing protein [Corynebacterium diphtheriae],Corynebacterium diphtheriae,Corynebacterium diphtheriae,1717,28.6,28.6,66%,345,80.00,1870,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAB0710246.1?report=genbank&log$=prottop&blast_rank=319&RID=WF732HJ7013"",""CAB0710246.1"")"
TPA: hypothetical protein [Lentisphaeria bacterium],Lentisphaeria bacterium,Lentisphaeria bacterium,2053569,28.6,28.6,60%,345,88.89,2404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCN10686.1?report=genbank&log$=prottop&blast_rank=320&RID=WF732HJ7013"",""HCN10686.1"")"
hypothetical protein [Lachnospiraceae bacterium],Lachnospiraceae bacterium,Lachnospiraceae bacterium,1898203,28.6,55.1,73%,345,81.82,2442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE5872840.1?report=genbank&log$=prottop&blast_rank=321&RID=WF732HJ7013"",""MBE5872840.1"")"
PREDICTED: mucin-2-like [Dipodomys ordii],Dipodomys ordii,Ord's kangaroo rat,10020,28.6,28.6,100%,345,62.50,3673,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012892251.1?report=genbank&log$=prottop&blast_rank=322&RID=WF732HJ7013"",""XP_012892251.1"")"
hypothetical protein Kpol_529p31 [Vanderwaltozyma polyspora DSM 70294],Vanderwaltozyma polyspora DSM 70294,Vanderwaltozyma polyspora DSM 70294,436907,28.6,99.7,93%,346,71.43,4411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_001644509.1?report=genbank&log$=prottop&blast_rank=323&RID=WF732HJ7013"",""XP_001644509.1"")"
PREDICTED: mucin-16 [Dipodomys ordii],Dipodomys ordii,Ord's kangaroo rat,10020,28.6,53.0,100%,346,62.50,7965,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012888954.1?report=genbank&log$=prottop&blast_rank=324&RID=WF732HJ7013"",""XP_012888954.1"")"
hypothetical protein [Serratia sp. BW106],Serratia sp. BW106,Serratia sp. BW106,1884636,28.2,28.2,80%,484,71.43,46,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157765479.1?report=genbank&log$=prottop&blast_rank=325&RID=WF732HJ7013"",""WP_157765479.1"")"
hypothetical protein [Plectonema radiosum],Plectonema radiosum,Plectonema radiosum,945768,28.2,28.2,73%,487,81.82,76,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_193921662.1?report=genbank&log$=prottop&blast_rank=326&RID=WF732HJ7013"",""WP_193921662.1"")"
hypothetical protein [Bacilli bacterium],Bacilli bacterium,Bacilli bacterium,1903720,28.2,28.2,53%,487,100.00,77,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NNM90115.1?report=genbank&log$=prottop&blast_rank=327&RID=WF732HJ7013"",""NNM90115.1"")"
hypothetical protein [Williamsia muralis],Williamsia muralis,Williamsia muralis,85044,28.2,28.2,66%,487,80.00,80,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062800249.1?report=genbank&log$=prottop&blast_rank=328&RID=WF732HJ7013"",""WP_062800249.1"")"
hypothetical protein RCJMB04_23b3 [Gallus gallus],Gallus gallus,chicken,9031,28.2,28.2,73%,488,72.73,113,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG32322.1?report=genbank&log$=prottop&blast_rank=329&RID=WF732HJ7013"",""CAG32322.1"")"
major capsid L1 protein [Human papillomavirus],Human papillomavirus,Human papillomavirus,10566,28.2,28.2,53%,488,100.00,113,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CEF52510.1?report=genbank&log$=prottop&blast_rank=330&RID=WF732HJ7013"",""CEF52510.1"")"
RWDD1 protein [Asarcornis scutulata],Asarcornis scutulata,Asarcornis scutulata,75869,28.2,28.2,73%,488,72.73,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWZ24589.1?report=genbank&log$=prottop&blast_rank=331&RID=WF732HJ7013"",""NWZ24589.1"")"
major capsid protein [Human papillomavirus],Human papillomavirus,Human papillomavirus,10566,28.2,28.2,53%,488,100.00,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCW28274.1?report=genbank&log$=prottop&blast_rank=332&RID=WF732HJ7013"",""CCW28274.1"")"
major envelope protein [Human papillomavirus],Human papillomavirus,Human papillomavirus,10566,28.2,28.2,53%,488,100.00,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCX35146.1?report=genbank&log$=prottop&blast_rank=333&RID=WF732HJ7013"",""CCX35146.1"")"
major capsid protein [Human papillomavirus 38],Human papillomavirus 38,Human papillomavirus 38,37959,28.2,28.2,60%,488,88.89,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAQ15783.1?report=genbank&log$=prottop&blast_rank=334&RID=WF732HJ7013"",""CAQ15783.1"")"
late major capsid protein L1 [Human papillomavirus],Human papillomavirus,Human papillomavirus,10566,28.2,28.2,53%,488,100.00,127,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAA04510.1?report=genbank&log$=prottop&blast_rank=335&RID=WF732HJ7013"",""CAA04510.1"")"
hypothetical protein EPN92_13035 [Chitinophagaceae bacterium],Chitinophagaceae bacterium,Chitinophagaceae bacterium,1869212,28.2,28.2,60%,488,88.89,137,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAL41356.1?report=genbank&log$=prottop&blast_rank=336&RID=WF732HJ7013"",""TAL41356.1"")"
RWDD1 protein [Jacana jacana],Jacana jacana,wattled jacana,54508,28.2,28.2,73%,488,72.73,138,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXS90819.1?report=genbank&log$=prottop&blast_rank=337&RID=WF732HJ7013"",""NXS90819.1"")"
type II secretion system protein [Fervidobacterium gondwanense],Fervidobacterium gondwanense,Fervidobacterium gondwanense,44754,28.2,28.2,80%,488,66.67,141,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072759740.1?report=genbank&log$=prottop&blast_rank=338&RID=WF732HJ7013"",""WP_072759740.1"")"
PREDICTED: RWD domain-containing protein 1 [Anser cygnoides domesticus],Anser cygnoides domesticus,Anser cygnoides domesticus,381198,28.2,28.2,73%,488,72.73,142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_013030993.1?report=genbank&log$=prottop&blast_rank=339&RID=WF732HJ7013"",""XP_013030993.1"")"
prepilin-type N-terminal cleavage/methylation domain-containing protein [Solirubrobacter soli],Solirubrobacter soli,Solirubrobacter soli,363832,28.2,28.2,86%,488,58.82,147,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_064750446.1?report=genbank&log$=prottop&blast_rank=340&RID=WF732HJ7013"",""WP_064750446.1"")"
TPA: hypothetical protein [Bacteroidia bacterium],Bacteroidia bacterium,Bacteroidia bacterium,2044936,28.2,28.2,60%,488,88.89,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGW85290.1?report=genbank&log$=prottop&blast_rank=341&RID=WF732HJ7013"",""HGW85290.1"")"
hypothetical protein A9G25_06355 [Gilliamella apicola],Gilliamella apicola,Gilliamella apicola,1196095,28.2,28.2,80%,488,66.67,150,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OCG41341.1?report=genbank&log$=prottop&blast_rank=342&RID=WF732HJ7013"",""OCG41341.1"")"
hypothetical protein [Haliscomenobacter hydrossis],Haliscomenobacter hydrossis,Haliscomenobacter hydrossis,2350,28.2,28.2,73%,488,81.82,151,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013767340.1?report=genbank&log$=prottop&blast_rank=343&RID=WF732HJ7013"",""WP_013767340.1"")"
RWDD1 protein [Dryoscopus gambensis],Dryoscopus gambensis,Dryoscopus gambensis,85069,28.2,28.2,73%,489,72.73,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWI74948.1?report=genbank&log$=prottop&blast_rank=344&RID=WF732HJ7013"",""NWI74948.1"")"
RWDD1 protein [Pomatostomus ruficeps],Pomatostomus ruficeps,chestnut-crowned babbler,9176,28.2,28.2,73%,489,72.73,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXS27768.1?report=genbank&log$=prottop&blast_rank=345&RID=WF732HJ7013"",""NXS27768.1"")"
hypothetical protein [Bacteroidia bacterium],Bacteroidia bacterium,Bacteroidia bacterium,2044936,28.2,28.2,60%,489,88.89,168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NJO25942.1?report=genbank&log$=prottop&blast_rank=346&RID=WF732HJ7013"",""NJO25942.1"")"
PREDICTED: RWD domain-containing protein 1 [Eurypyga helias],Eurypyga helias,sunbittern,54383,28.2,28.2,73%,489,72.73,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_010155658.1?report=genbank&log$=prottop&blast_rank=347&RID=WF732HJ7013"",""XP_010155658.1"")"
RWDD1 protein [Aegotheles bennettii],Aegotheles bennettii,Aegotheles bennettii,48278,28.2,28.2,73%,489,72.73,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWX15837.1?report=genbank&log$=prottop&blast_rank=348&RID=WF732HJ7013"",""NWX15837.1"")"
RWDD1 protein [Piaya cayana],Piaya cayana,squirrel cuckoo,33601,28.2,28.2,73%,489,72.73,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWH69744.1?report=genbank&log$=prottop&blast_rank=349&RID=WF732HJ7013"",""NWH69744.1"")"
RWDD1 protein [Climacteris rufus],Climacteris rufus,rufous treecreeper,47695,28.2,28.2,73%,489,72.73,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWW74996.1?report=genbank&log$=prottop&blast_rank=350&RID=WF732HJ7013"",""NWW74996.1"")"
RWDD1 protein [Fregata magnificens],Fregata magnificens,Fregata magnificens,37042,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWH48900.1?report=genbank&log$=prottop&blast_rank=351&RID=WF732HJ7013"",""NWH48900.1"")"
RWDD1 protein [Geococcyx californianus],Geococcyx californianus,Geococcyx californianus,8947,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWH59739.1?report=genbank&log$=prottop&blast_rank=352&RID=WF732HJ7013"",""NWH59739.1"")"
RWD domain-containing protein 1 [Fulmarus glacialis],Fulmarus glacialis,Northern fulmar,30455,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFV93769.1?report=genbank&log$=prottop&blast_rank=353&RID=WF732HJ7013"",""KFV93769.1"")"
RWDD1 protein [Ciconia maguari],Ciconia maguari,Ciconia maguari,52777,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXJ42693.1?report=genbank&log$=prottop&blast_rank=354&RID=WF732HJ7013"",""NXJ42693.1"")"
RWD domain-containing protein 1 [Calypte anna],Calypte anna,Anna's hummingbird,9244,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFP03639.1?report=genbank&log$=prottop&blast_rank=355&RID=WF732HJ7013"",""KFP03639.1"")"
RWDD1 protein [Menura novaehollandiae],Menura novaehollandiae,superb lyrebird,47692,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXE88781.1?report=genbank&log$=prottop&blast_rank=356&RID=WF732HJ7013"",""NXE88781.1"")"
RWDD1 protein [Drymodes brunneopygia],Drymodes brunneopygia,Drymodes brunneopygia,626378,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXU40183.1?report=genbank&log$=prottop&blast_rank=357&RID=WF732HJ7013"",""NXU40183.1"")"
RWD domain-containing protein 1 [Opisthocomus hoazin],Opisthocomus hoazin,Opisthocomus hoazin,30419,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFR03627.1?report=genbank&log$=prottop&blast_rank=358&RID=WF732HJ7013"",""KFR03627.1"")"
RWD domain-containing protein 1 [Leptosomus discolor],Leptosomus discolor,cuckoo roller,188344,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFQ08691.1?report=genbank&log$=prottop&blast_rank=359&RID=WF732HJ7013"",""KFQ08691.1"")"
RWD domain-containing protein 1 [Eudyptula albosignata],Eudyptula albosignata,White-flippered penguin,345258,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF1512701.1?report=genbank&log$=prottop&blast_rank=360&RID=WF732HJ7013"",""KAF1512701.1"")"
RWD domain-containing protein 1 [Podiceps cristatus],Podiceps cristatus,great crested grebe,345573,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFZ52111.1?report=genbank&log$=prottop&blast_rank=361&RID=WF732HJ7013"",""KFZ52111.1"")"
RWDD1 protein [Regulus satrapa],Regulus satrapa,golden-crowned kinglet,13245,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWR44166.1?report=genbank&log$=prottop&blast_rank=362&RID=WF732HJ7013"",""NWR44166.1"")"
RWD domain-containing protein 1 [Phoenicopterus ruber ruber],Phoenicopterus ruber ruber,Phoenicopterus ruber ruber,9218,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFQ73032.1?report=genbank&log$=prottop&blast_rank=363&RID=WF732HJ7013"",""KFQ73032.1"")"
RWDD1 protein [Chaetops frenatus],Chaetops frenatus,Rufous rock-jumper,221966,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXT72243.1?report=genbank&log$=prottop&blast_rank=364&RID=WF732HJ7013"",""NXT72243.1"")"
RWD domain-containing protein 1 [Eurypyga helias],Eurypyga helias,sunbittern,54383,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFW10510.1?report=genbank&log$=prottop&blast_rank=365&RID=WF732HJ7013"",""KFW10510.1"")"
RWDD1 protein [Calyptomena viridis],Calyptomena viridis,green broadbill,135972,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWI59544.1?report=genbank&log$=prottop&blast_rank=366&RID=WF732HJ7013"",""NWI59544.1"")"
RWDD1 protein [Casuarius casuarius],Casuarius casuarius,southern cassowary,8787,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NXE49242.1?report=genbank&log$=prottop&blast_rank=367&RID=WF732HJ7013"",""NXE49242.1"")"
RWD domain-containing protein 1 [Manacus vitellinus],Manacus vitellinus,golden-collared manakin,328815,28.2,28.2,73%,489,72.73,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFW87179.1?report=genbank&log$=prottop&blast_rank=368&RID=WF732HJ7013"",""KFW87179.1"")"
