Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105129551.1?report=genbank&log$=prottop&blast_rank=270&RID=WY7SFBG3013"",""WP_105129551.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099779915.1?report=genbank&log$=prottop&blast_rank=271&RID=WY7SFBG3013"",""WP_099779915.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024384952.1?report=genbank&log$=prottop&blast_rank=272&RID=WY7SFBG3013"",""WP_024384952.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024391697.1?report=genbank&log$=prottop&blast_rank=273&RID=WY7SFBG3013"",""WP_024391697.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029179721.1?report=genbank&log$=prottop&blast_rank=274&RID=WY7SFBG3013"",""WP_029179721.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074391515.1?report=genbank&log$=prottop&blast_rank=275&RID=WY7SFBG3013"",""WP_074391515.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQQ64375.1?report=genbank&log$=prottop&blast_rank=276&RID=WY7SFBG3013"",""NQQ64375.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQQ09853.1?report=genbank&log$=prottop&blast_rank=277&RID=WY7SFBG3013"",""NQQ09853.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024416300.1?report=genbank&log$=prottop&blast_rank=278&RID=WY7SFBG3013"",""WP_024416300.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044761864.1?report=genbank&log$=prottop&blast_rank=279&RID=WY7SFBG3013"",""WP_044761864.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQO84888.1?report=genbank&log$=prottop&blast_rank=280&RID=WY7SFBG3013"",""NQO84888.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AUC91025.1?report=genbank&log$=prottop&blast_rank=281&RID=WY7SFBG3013"",""AUC91025.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_004194885.1?report=genbank&log$=prottop&blast_rank=282&RID=WY7SFBG3013"",""WP_004194885.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141591155.1?report=genbank&log$=prottop&blast_rank=283&RID=WY7SFBG3013"",""WP_141591155.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQQ58918.1?report=genbank&log$=prottop&blast_rank=284&RID=WY7SFBG3013"",""NQQ58918.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014735638.1?report=genbank&log$=prottop&blast_rank=285&RID=WY7SFBG3013"",""WP_014735638.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044754491.1?report=genbank&log$=prottop&blast_rank=286&RID=WY7SFBG3013"",""WP_044754491.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099872061.1?report=genbank&log$=prottop&blast_rank=287&RID=WY7SFBG3013"",""WP_099872061.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024386923.1?report=genbank&log$=prottop&blast_rank=288&RID=WY7SFBG3013"",""WP_024386923.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029173444.1?report=genbank&log$=prottop&blast_rank=289&RID=WY7SFBG3013"",""WP_029173444.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029176590.1?report=genbank&log$=prottop&blast_rank=290&RID=WY7SFBG3013"",""WP_029176590.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105130283.1?report=genbank&log$=prottop&blast_rank=291&RID=WY7SFBG3013"",""WP_105130283.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024414841.1?report=genbank&log$=prottop&blast_rank=292&RID=WY7SFBG3013"",""WP_024414841.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024417868.1?report=genbank&log$=prottop&blast_rank=293&RID=WY7SFBG3013"",""WP_024417868.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024395257.1?report=genbank&log$=prottop&blast_rank=294&RID=WY7SFBG3013"",""WP_024395257.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099809659.1?report=genbank&log$=prottop&blast_rank=295&RID=WY7SFBG3013"",""WP_099809659.1"")"
polysaccharide biosynthesis protein [Streptococcus ruminantium],Streptococcus ruminantium,Streptococcus ruminantium,1917441,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120171964.1?report=genbank&log$=prottop&blast_rank=296&RID=WY7SFBG3013"",""WP_120171964.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQN84111.1?report=genbank&log$=prottop&blast_rank=297&RID=WY7SFBG3013"",""NQN84111.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105096534.1?report=genbank&log$=prottop&blast_rank=298&RID=WY7SFBG3013"",""WP_105096534.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136670632.1?report=genbank&log$=prottop&blast_rank=299&RID=WY7SFBG3013"",""WP_136670632.1"")"
oligosaccharide flippase family protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_171989866.1?report=genbank&log$=prottop&blast_rank=300&RID=WY7SFBG3013"",""WP_171989866.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024409625.1?report=genbank&log$=prottop&blast_rank=301&RID=WY7SFBG3013"",""WP_024409625.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105104878.1?report=genbank&log$=prottop&blast_rank=302&RID=WY7SFBG3013"",""WP_105104878.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KPA68533.1?report=genbank&log$=prottop&blast_rank=303&RID=WY7SFBG3013"",""KPA68533.1"")"
polysaccharide biosynthesis protein [Streptococcus ruminantium],Streptococcus ruminantium,Streptococcus ruminantium,1917441,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155972057.1?report=genbank&log$=prottop&blast_rank=304&RID=WY7SFBG3013"",""WP_155972057.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044688737.1?report=genbank&log$=prottop&blast_rank=305&RID=WY7SFBG3013"",""WP_044688737.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024400820.1?report=genbank&log$=prottop&blast_rank=306&RID=WY7SFBG3013"",""WP_024400820.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQP41209.1?report=genbank&log$=prottop&blast_rank=307&RID=WY7SFBG3013"",""NQP41209.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125064817.1?report=genbank&log$=prottop&blast_rank=308&RID=WY7SFBG3013"",""WP_125064817.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_079398179.1?report=genbank&log$=prottop&blast_rank=309&RID=WY7SFBG3013"",""WP_079398179.1"")"
MULTISPECIES: polysaccharide biosynthesis protein [unclassified Streptococcus],unclassified Streptococcus,unclassified Streptococcus,2608887,30.8,30.8,70%,23,100.00,544,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049618081.1?report=genbank&log$=prottop&blast_rank=310&RID=WY7SFBG3013"",""WP_049618081.1"")"
hypothetical protein [Maricaulis sp. LZ-16-1],Maricaulis sp. LZ-16-1,Maricaulis sp. LZ-16-1,2570354,30.8,30.8,70%,23,100.00,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138513340.1?report=genbank&log$=prottop&blast_rank=311&RID=WY7SFBG3013"",""WP_138513340.1"")"
putative sulfate exporter family transporter [Candidatus Latescibacteria bacterium],Candidatus Latescibacteria bacterium,Candidatus Latescibacteria bacterium,2053570,30.8,30.8,80%,23,61.54,452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NIO27742.1?report=genbank&log$=prottop&blast_rank=312&RID=WY7SFBG3013"",""NIO27742.1"")"
sodium-dependent transporter [Halomonas halocynthiae],Halomonas halocynthiae,Halomonas halocynthiae,176290,30.8,30.8,60%,23,100.00,446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_035573046.1?report=genbank&log$=prottop&blast_rank=313&RID=WY7SFBG3013"",""WP_035573046.1"")"
oxidoreductase [candidate division KSB1 bacterium],candidate division KSB1 bacterium,candidate division KSB1 bacterium,2172550,30.8,30.8,70%,23,100.00,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD3290776.1?report=genbank&log$=prottop&blast_rank=314&RID=WY7SFBG3013"",""MBD3290776.1"")"
ferric reductase-like transmembrane domain-containing protein [Phycisphaerae bacterium],Phycisphaerae bacterium,Phycisphaerae bacterium,2026778,30.8,30.8,70%,23,100.00,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0537808.1?report=genbank&log$=prottop&blast_rank=315&RID=WY7SFBG3013"",""MBE0537808.1"")"
oxidoreductase [Candidatus Margulisbacteria bacterium GWD2_39_127],Candidatus Margulisbacteria bacterium GWD2_39_127,Candidatus Margulisbacteria bacterium GWD2_39_127,1817871,30.8,30.8,70%,23,100.00,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGH94035.1?report=genbank&log$=prottop&blast_rank=316&RID=WY7SFBG3013"",""OGH94035.1"")"
oxidoreductase [candidate division KSB1 bacterium],candidate division KSB1 bacterium,candidate division KSB1 bacterium,2172550,30.8,30.8,70%,23,100.00,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD3385651.1?report=genbank&log$=prottop&blast_rank=317&RID=WY7SFBG3013"",""MBD3385651.1"")"
oxidoreductase [candidate division WS1 bacterium],candidate division WS1 bacterium,candidate division WS1 bacterium,2099669,30.8,30.8,70%,23,100.00,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLO07872.1?report=genbank&log$=prottop&blast_rank=318&RID=WY7SFBG3013"",""NLO07872.1"")"
rod shape-determining protein RodA [Flavobacterium sp. CYK-4],Flavobacterium sp. CYK-4,Flavobacterium sp. CYK-4,2709660,30.8,30.8,80%,23,87.50,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_166333578.1?report=genbank&log$=prottop&blast_rank=319&RID=WY7SFBG3013"",""WP_166333578.1"")"
"transporter, major facilitator family protein [Staphylococcus epidermidis FS1]",Staphylococcus epidermidis FS1,Staphylococcus epidermidis FS1,1008454,30.8,30.8,90%,23,69.23,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TIC98240.1?report=genbank&log$=prottop&blast_rank=320&RID=WY7SFBG3013"",""TIC98240.1"")"
MULTISPECIES: MFS transporter [Staphylococcus],Staphylococcus,Staphylococcus,1279,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_070597871.1?report=genbank&log$=prottop&blast_rank=321&RID=WY7SFBG3013"",""WP_070597871.1"")"
MFS transporter [Staphylococcus capitis],Staphylococcus capitis,Staphylococcus capitis,29388,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_145366366.1?report=genbank&log$=prottop&blast_rank=322&RID=WY7SFBG3013"",""WP_145366366.1"")"
MULTISPECIES: MFS transporter [Staphylococcus],Staphylococcus,Staphylococcus,1279,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002434677.1?report=genbank&log$=prottop&blast_rank=323&RID=WY7SFBG3013"",""WP_002434677.1"")"
MULTISPECIES: MFS transporter [Staphylococcus],Staphylococcus,Staphylococcus,1279,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023350075.1?report=genbank&log$=prottop&blast_rank=324&RID=WY7SFBG3013"",""WP_023350075.1"")"
MFS transporter [Staphylococcus capitis],Staphylococcus capitis,Staphylococcus capitis,29388,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049427359.1?report=genbank&log$=prottop&blast_rank=325&RID=WY7SFBG3013"",""WP_049427359.1"")"
MFS transporter [Staphylococcus capitis],Staphylococcus capitis,Staphylococcus capitis,29388,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194251447.1?report=genbank&log$=prottop&blast_rank=326&RID=WY7SFBG3013"",""WP_194251447.1"")"
MFS transporter [Staphylococcus capitis],Staphylococcus capitis,Staphylococcus capitis,29388,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_145404028.1?report=genbank&log$=prottop&blast_rank=327&RID=WY7SFBG3013"",""WP_145404028.1"")"
MULTISPECIES: MFS transporter [Staphylococcus],Staphylococcus,Staphylococcus,1279,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002453484.1?report=genbank&log$=prottop&blast_rank=328&RID=WY7SFBG3013"",""WP_002453484.1"")"
MFS transporter [Staphylococcus capitis],Staphylococcus capitis,Staphylococcus capitis,29388,30.8,30.8,90%,23,69.23,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_107364989.1?report=genbank&log$=prottop&blast_rank=329&RID=WY7SFBG3013"",""WP_107364989.1"")"
hypothetical protein DRI77_07360 [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,30.8,30.8,60%,23,100.00,406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLC97376.1?report=genbank&log$=prottop&blast_rank=330&RID=WY7SFBG3013"",""RLC97376.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002446712.1?report=genbank&log$=prottop&blast_rank=331&RID=WY7SFBG3013"",""WP_002446712.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002487905.1?report=genbank&log$=prottop&blast_rank=332&RID=WY7SFBG3013"",""WP_002487905.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_145349836.1?report=genbank&log$=prottop&blast_rank=333&RID=WY7SFBG3013"",""WP_145349836.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_064587190.1?report=genbank&log$=prottop&blast_rank=334&RID=WY7SFBG3013"",""WP_064587190.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002490165.1?report=genbank&log$=prottop&blast_rank=335&RID=WY7SFBG3013"",""WP_002490165.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002474666.1?report=genbank&log$=prottop&blast_rank=336&RID=WY7SFBG3013"",""WP_002474666.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088922677.1?report=genbank&log$=prottop&blast_rank=337&RID=WY7SFBG3013"",""WP_088922677.1"")"
MULTISPECIES: MFS transporter [Staphylococcus],Staphylococcus,Staphylococcus,1279,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002456450.1?report=genbank&log$=prottop&blast_rank=338&RID=WY7SFBG3013"",""WP_002456450.1"")"
MFS transporter [Staphylococcus sp. HMSC074D07],Staphylococcus sp. HMSC074D07,Staphylococcus sp. HMSC074D07,1715029,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_070866863.1?report=genbank&log$=prottop&blast_rank=339&RID=WY7SFBG3013"",""WP_070866863.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002502321.1?report=genbank&log$=prottop&blast_rank=340&RID=WY7SFBG3013"",""WP_002502321.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_151507342.1?report=genbank&log$=prottop&blast_rank=341&RID=WY7SFBG3013"",""WP_151507342.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194378239.1?report=genbank&log$=prottop&blast_rank=342&RID=WY7SFBG3013"",""WP_194378239.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139062361.1?report=genbank&log$=prottop&blast_rank=343&RID=WY7SFBG3013"",""WP_139062361.1"")"
MULTISPECIES: MFS transporter [Staphylococcus],Staphylococcus,Staphylococcus,1279,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_001830884.1?report=genbank&log$=prottop&blast_rank=344&RID=WY7SFBG3013"",""WP_001830884.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099606684.1?report=genbank&log$=prottop&blast_rank=345&RID=WY7SFBG3013"",""WP_099606684.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002498006.1?report=genbank&log$=prottop&blast_rank=346&RID=WY7SFBG3013"",""WP_002498006.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_046044300.1?report=genbank&log$=prottop&blast_rank=347&RID=WY7SFBG3013"",""WP_046044300.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_134273690.1?report=genbank&log$=prottop&blast_rank=348&RID=WY7SFBG3013"",""WP_134273690.1"")"
MULTISPECIES: MFS transporter [Staphylococcus],Staphylococcus,Staphylococcus,1279,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002474989.1?report=genbank&log$=prottop&blast_rank=349&RID=WY7SFBG3013"",""WP_002474989.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101011351.1?report=genbank&log$=prottop&blast_rank=350&RID=WY7SFBG3013"",""WP_101011351.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_193624055.1?report=genbank&log$=prottop&blast_rank=351&RID=WY7SFBG3013"",""WP_193624055.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002499460.1?report=genbank&log$=prottop&blast_rank=352&RID=WY7SFBG3013"",""WP_002499460.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182562488.1?report=genbank&log$=prottop&blast_rank=353&RID=WY7SFBG3013"",""WP_182562488.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099816487.1?report=genbank&log$=prottop&blast_rank=354&RID=WY7SFBG3013"",""WP_099816487.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157173255.1?report=genbank&log$=prottop&blast_rank=355&RID=WY7SFBG3013"",""WP_157173255.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002503636.1?report=genbank&log$=prottop&blast_rank=356&RID=WY7SFBG3013"",""WP_002503636.1"")"
MFS transporter [Staphylococcus epidermidis],Staphylococcus epidermidis,Staphylococcus epidermidis,1282,30.8,30.8,90%,23,69.23,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002494866.1?report=genbank&log$=prottop&blast_rank=357&RID=WY7SFBG3013"",""WP_002494866.1"")"
