Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Tenuifilum thalassicum],Bacteroidales bacterium 38-H,Bacteroidales bacterium 38-H,2590900,33.3,33.3,73%,7.5,81.82,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_173076794.1?report=genbank&log$=prottop&blast_rank=81&RID=WC7BFNZG013"",""WP_173076794.1"")"
hypothetical protein ASPWEDRAFT_49798 [Aspergillus wentii DTO 134E9],Aspergillus wentii DTO 134E9,Aspergillus wentii DTO 134E9,1073089,32.9,32.9,66%,11,80.00,567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OJJ39953.1?report=genbank&log$=prottop&blast_rank=82&RID=WC7BFNZG013"",""OJJ39953.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella ihumii],Prevotella ihumii,Prevotella ihumii,1917878,32.9,32.9,80%,11,75.00,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077197077.1?report=genbank&log$=prottop&blast_rank=83&RID=WC7BFNZG013"",""WP_077197077.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Bacteroides plebeius DSM 17135],Bacteroides plebeius DSM 17135,Bacteroides plebeius DSM 17135,484018,32.9,32.9,80%,11,75.00,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EDY94985.1?report=genbank&log$=prottop&blast_rank=84&RID=WC7BFNZG013"",""EDY94985.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase 2 [Bacteroides plebeius CAG:211],Bacteroides plebeius CAG:211,Bacteroides plebeius CAG:211,1263052,32.9,32.9,80%,11,75.00,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCZ87189.1?report=genbank&log$=prottop&blast_rank=85&RID=WC7BFNZG013"",""CCZ87189.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. P5-108],Prevotella sp. P5-108,Prevotella sp. P5-108,2024225,32.9,32.9,80%,11,75.00,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094466795.1?report=genbank&log$=prottop&blast_rank=86&RID=WC7BFNZG013"",""WP_094466795.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. P4-67],Prevotella sp. P4-67,Prevotella sp. P4-67,2024227,32.9,32.9,80%,11,75.00,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094388376.1?report=genbank&log$=prottop&blast_rank=87&RID=WC7BFNZG013"",""WP_094388376.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. CAG:474],Prevotella sp. CAG:474,Prevotella sp. CAG:474,1262926,32.9,32.9,80%,11,75.00,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CDC97051.1?report=genbank&log$=prottop&blast_rank=88&RID=WC7BFNZG013"",""CDC97051.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. P5-64],Prevotella sp. P5-64,Prevotella sp. P5-64,2024226,32.9,32.9,80%,11,75.00,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094386411.1?report=genbank&log$=prottop&blast_rank=89&RID=WC7BFNZG013"",""WP_094386411.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. P4-51],Prevotella sp. P4-51,Prevotella sp. P4-51,2024228,32.9,32.9,80%,11,75.00,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094421229.1?report=genbank&log$=prottop&blast_rank=90&RID=WC7BFNZG013"",""WP_094421229.1"")"
S-adenosylmethionine tRNA ribosyltransferase [Dysgonomonas sp. 37-18],Dysgonomonas sp. 37-18,Dysgonomonas sp. 37-18,1895907,32.9,32.9,73%,11,81.82,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OJX65290.1?report=genbank&log$=prottop&blast_rank=91&RID=WC7BFNZG013"",""OJX65290.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [uncultured Dysgonomonas sp.],uncultured Dysgonomonas sp.,uncultured Dysgonomonas sp.,206096,32.9,32.9,73%,11,81.82,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SBW02602.1?report=genbank&log$=prottop&blast_rank=92&RID=WC7BFNZG013"",""SBW02602.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Dysgonomonas mossii],Dysgonomonas mossii,Dysgonomonas mossii,163665,32.9,32.9,73%,11,81.82,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006841724.1?report=genbank&log$=prottop&blast_rank=93&RID=WC7BFNZG013"",""WP_006841724.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,32.9,32.9,80%,11,75.00,406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLD91737.1?report=genbank&log$=prottop&blast_rank=94&RID=WC7BFNZG013"",""RLD91737.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella oryzae],Prevotella oryzae,Prevotella oryzae,185293,32.9,32.9,80%,11,75.00,406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036876893.1?report=genbank&log$=prottop&blast_rank=95&RID=WC7BFNZG013"",""WP_036876893.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Phocaeicola plebeius],Bacteroides plebeius,Bacteroides plebeius,310297,32.9,32.9,80%,11,75.00,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040313045.1?report=genbank&log$=prottop&blast_rank=96&RID=WC7BFNZG013"",""WP_040313045.1"")"
TPA: S-adenosylmethionine tRNA ribosyltransferase [Bacteroides sp.],Bacteroides sp.,Bacteroides sp.,29523,32.9,32.9,80%,11,75.00,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAI03952.1?report=genbank&log$=prottop&blast_rank=97&RID=WC7BFNZG013"",""HAI03952.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Phocaeicola plebeius],Bacteroides plebeius,Bacteroides plebeius,310297,32.9,32.9,80%,11,75.00,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118441796.1?report=genbank&log$=prottop&blast_rank=98&RID=WC7BFNZG013"",""WP_118441796.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Phocaeicola barnesiae],Bacteroides barnesiae,Bacteroides barnesiae,376804,32.9,32.9,80%,11,75.00,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018710818.1?report=genbank&log$=prottop&blast_rank=99&RID=WC7BFNZG013"",""WP_018710818.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Phocaeicola plebeius],Bacteroides plebeius,Bacteroides plebeius,310297,32.9,32.9,80%,11,75.00,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_117747838.1?report=genbank&log$=prottop&blast_rank=100&RID=WC7BFNZG013"",""WP_117747838.1"")"



		


