Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TPA: hypothetical protein [Desulfotomaculum sp.],Desulfotomaculum sp.,Desulfotomaculum sp.,41211,30.8,30.8,86%,61,76.92,499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAG10106.1?report=genbank&log$=prottop&blast_rank=92&RID=WC6THBM6013"",""HAG10106.1"")"
MTAP family purine nucleoside phosphorylase [Methanomicrobiales archaeon],Methanomicrobiales archaeon,Methanomicrobiales archaeon,2184052,30.8,30.8,86%,61,76.92,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLA31781.1?report=genbank&log$=prottop&blast_rank=93&RID=WC6THBM6013"",""NLA31781.1"")"
hypothetical protein CBD72_00490 [Flavobacteriaceae bacterium TMED212],Flavobacteriaceae bacterium TMED212,Flavobacteriaceae bacterium TMED212,1986712,30.3,30.3,93%,86,64.29,3579,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OUW77651.1?report=genbank&log$=prottop&blast_rank=94&RID=WC6THBM6013"",""OUW77651.1"")"
spike protein [Sus scrofa],Sus scrofa,pig,9823,30.3,30.3,93%,86,64.29,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGV12787.1?report=genbank&log$=prottop&blast_rank=95&RID=WC6THBM6013"",""QGV12787.1"")"
spike protein [Sus scrofa],Sus scrofa,pig,9823,30.3,30.3,93%,86,64.29,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGV12785.1?report=genbank&log$=prottop&blast_rank=96&RID=WC6THBM6013"",""QGV12785.1"")"
spike protein [Sus scrofa],Sus scrofa,pig,9823,30.3,30.3,93%,86,64.29,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGV12783.1?report=genbank&log$=prottop&blast_rank=97&RID=WC6THBM6013"",""QGV12783.1"")"
spike protein [Sus scrofa],Sus scrofa,pig,9823,30.3,30.3,93%,86,64.29,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGV12788.1?report=genbank&log$=prottop&blast_rank=98&RID=WC6THBM6013"",""QGV12788.1"")"
spike protein [Sus scrofa],Sus scrofa,pig,9823,30.3,30.3,93%,86,64.29,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGV12786.1?report=genbank&log$=prottop&blast_rank=99&RID=WC6THBM6013"",""QGV12786.1"")"
spike protein [Sus scrofa],Sus scrofa,pig,9823,30.3,30.3,93%,86,64.29,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGV12784.1?report=genbank&log$=prottop&blast_rank=100&RID=WC6THBM6013"",""QGV12784.1"")"



		


