Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein RvY_09770 [Ramazzottius varieornatus],Ramazzottius varieornatus,Ramazzottius varieornatus,947166,29.9,29.9,86%,121,69.23,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAU98651.1?report=genbank&log$=prottop&blast_rank=85&RID=WC7AU9H1013"",""GAU98651.1"")"
hypothetical protein [Mycena venus],Mycena venus,Mycena venus,2733690,29.9,29.9,100%,122,55.00,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7352572.1?report=genbank&log$=prottop&blast_rank=86&RID=WC7AU9H1013"",""KAF7352572.1"")"
hypothetical protein CMUS01_15511 [Colletotrichum musicola],Colletotrichum musicola,Colletotrichum musicola,2175873,29.9,29.9,93%,122,64.29,303,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF6801060.1?report=genbank&log$=prottop&blast_rank=87&RID=WC7AU9H1013"",""KAF6801060.1"")"
TPA: prohibitin family protein [Thiotrichaceae bacterium],Thiotrichaceae bacterium,Thiotrichaceae bacterium,2030882,29.9,29.9,100%,122,60.00,299,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIE03056.1?report=genbank&log$=prottop&blast_rank=88&RID=WC7AU9H1013"",""HIE03056.1"")"
ABC transporter permease [Deinococcus sp. LM3],Deinococcus sp. LM3,Deinococcus sp. LM3,1938608,29.9,29.9,66%,122,90.00,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078305577.1?report=genbank&log$=prottop&blast_rank=89&RID=WC7AU9H1013"",""WP_078305577.1"")"
methionine ABC transporter permease MetI [Deinococcus saudiensis],Deinococcus saudiensis,Deinococcus saudiensis,1765963,29.9,29.9,66%,122,90.00,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188845823.1?report=genbank&log$=prottop&blast_rank=90&RID=WC7AU9H1013"",""WP_188845823.1"")"
ABC transporter permease [Deinococcus indicus],Deinococcus indicus,Deinococcus indicus,223556,29.9,29.9,66%,122,90.00,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088249339.1?report=genbank&log$=prottop&blast_rank=91&RID=WC7AU9H1013"",""WP_088249339.1"")"
hypothetical protein [Collimonas pratensis],Collimonas pratensis,Collimonas pratensis,279113,29.9,29.9,93%,122,71.43,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156479929.1?report=genbank&log$=prottop&blast_rank=92&RID=WC7AU9H1013"",""WP_156479929.1"")"
hypothetical protein [Collimonas pratensis],Collimonas pratensis,Collimonas pratensis,279113,29.9,29.9,93%,122,71.43,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168229130.1?report=genbank&log$=prottop&blast_rank=93&RID=WC7AU9H1013"",""WP_168229130.1"")"
EamA family transporter [bacterium],bacterium,bacterium,1869227,29.9,29.9,100%,122,66.67,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MRS03551.1?report=genbank&log$=prottop&blast_rank=94&RID=WC7AU9H1013"",""MRS03551.1"")"
cornifelin-like [Seriola dumerili],Seriola dumerili,greater amberjack,41447,29.9,29.9,66%,122,90.00,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_022607902.1?report=genbank&log$=prottop&blast_rank=95&RID=WC7AU9H1013"",""XP_022607902.1"")"
PREDICTED: UBA-like domain-containing protein 2-B [Priapulus caudatus],Priapulus caudatus,Priapulus caudatus,37621,29.9,29.9,73%,122,58.82,115,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014679048.1?report=genbank&log$=prottop&blast_rank=96&RID=WC7AU9H1013"",""XP_014679048.1"")"
hypothetical protein B9Q23_03785 [Enterobacter kobei],Enterobacter kobei,Enterobacter kobei,208224,29.9,29.9,93%,122,57.14,62,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PJD54004.1?report=genbank&log$=prottop&blast_rank=97&RID=WC7AU9H1013"",""PJD54004.1"")"
PREDICTED: cation-independent mannose-6-phosphate receptor isoform X1 [Ictalurus punctatus],Ictalurus punctatus,channel catfish,7998,29.5,29.5,86%,172,78.57,2451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017311659.1?report=genbank&log$=prottop&blast_rank=98&RID=WC7AU9H1013"",""XP_017311659.1"")"
PREDICTED: cation-independent mannose-6-phosphate receptor isoform X2 [Ictalurus punctatus],Ictalurus punctatus,channel catfish,7998,29.5,29.5,86%,172,78.57,2450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017311660.1?report=genbank&log$=prottop&blast_rank=99&RID=WC7AU9H1013"",""XP_017311660.1"")"
PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 [Daucus carota subsp. sativus],Daucus carota subsp. sativus,Daucus carota subsp. sativus,79200,29.5,29.5,93%,172,78.57,823,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017218989.1?report=genbank&log$=prottop&blast_rank=100&RID=WC7AU9H1013"",""XP_017218989.1"")"



		


