Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein [Nocardia abscessus],Nocardia abscessus,Nocardia abscessus,120957,31.2,31.2,93%,43,73.33,11854,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195150520.1?report=genbank&log$=prottop&blast_rank=84&RID=WC88DCZ5013"",""WP_195150520.1"")"
"hypothetical protein, partial [Nocardia barduliensis]",Nocardia sp. 335427,Nocardia sp. 335427,2736643,31.2,31.2,93%,43,73.33,7376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174188029.1?report=genbank&log$=prottop&blast_rank=85&RID=WC88DCZ5013"",""WP_174188029.1"")"
aconitate hydratase [Spirosoma pollinicola],Spirosoma pollinicola,Spirosoma pollinicola,2057025,31.2,31.2,80%,43,83.33,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100988677.1?report=genbank&log$=prottop&blast_rank=86&RID=WC88DCZ5013"",""WP_100988677.1"")"
aconitate hydratase [Spirosoma sp. KCTC 42546],Spirosoma sp. KCTC 42546,Spirosoma sp. KCTC 42546,2520506,31.2,31.2,80%,43,83.33,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_142773046.1?report=genbank&log$=prottop&blast_rank=87&RID=WC88DCZ5013"",""WP_142773046.1"")"
aconitate hydratase [Spirosoma radiotolerans],Spirosoma radiotolerans,Spirosoma radiotolerans,1379870,31.2,31.2,80%,43,83.33,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_046574029.1?report=genbank&log$=prottop&blast_rank=88&RID=WC88DCZ5013"",""WP_046574029.1"")"
aconitate hydratase [Spirosoma sp. HMF4905],Spirosoma sp. HMF4905,Spirosoma sp. HMF4905,2682092,31.2,31.2,80%,43,83.33,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157589319.1?report=genbank&log$=prottop&blast_rank=89&RID=WC88DCZ5013"",""WP_157589319.1"")"
aconitate hydratase [Spirosoma sp. HMF3257],Spirosoma sp. HMF3257,Spirosoma sp. HMF3257,2183553,31.2,31.2,80%,43,83.33,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_111340818.1?report=genbank&log$=prottop&blast_rank=90&RID=WC88DCZ5013"",""WP_111340818.1"")"
aconitate hydratase [Spirosoma sp. PL0136],Spirosoma sp. PL0136,Spirosoma sp. PL0136,2710596,31.2,31.2,80%,43,83.33,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182463006.1?report=genbank&log$=prottop&blast_rank=91&RID=WC88DCZ5013"",""WP_182463006.1"")"
serine/threonine protein kinase [Parvibaculum sp.],Parvibaculum sp.,Parvibaculum sp.,2024848,31.2,31.2,100%,43,51.85,735,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MAU62610.1?report=genbank&log$=prottop&blast_rank=92&RID=WC88DCZ5013"",""MAU62610.1"")"
TPA: hypothetical protein [Acidimicrobiaceae bacterium],Acidimicrobiaceae bacterium,Acidimicrobiaceae bacterium,2024894,31.2,31.2,100%,43,51.85,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAE55222.1?report=genbank&log$=prottop&blast_rank=93&RID=WC88DCZ5013"",""HAE55222.1"")"
phosphotransferase [Eubacterium barkeri],Eubacterium barkeri,Eubacterium barkeri,1528,31.2,31.2,86%,43,76.92,406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090242640.1?report=genbank&log$=prottop&blast_rank=94&RID=WC88DCZ5013"",""WP_090242640.1"")"
hypothetical protein [Leptospira bouyouniensis],Leptospira bouyouniensis,Leptospira bouyouniensis,2484911,31.2,31.2,66%,43,80.00,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_135770881.1?report=genbank&log$=prottop&blast_rank=95&RID=WC88DCZ5013"",""WP_135770881.1"")"
TPA: ROK family protein [Anaerolineae bacterium],Anaerolineae bacterium,Anaerolineae bacterium,2052143,31.2,31.2,73%,43,81.82,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIC89644.1?report=genbank&log$=prottop&blast_rank=96&RID=WC88DCZ5013"",""HIC89644.1"")"
AraC-type DNA-binding protein [Clostridiales bacterium],Clostridiales bacterium,Clostridiales bacterium,1898207,31.2,31.2,73%,43,81.82,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SNT94511.1?report=genbank&log$=prottop&blast_rank=97&RID=WC88DCZ5013"",""SNT94511.1"")"
AraC-type DNA-binding protein [Clostridiales bacterium],Clostridiales bacterium,Clostridiales bacterium,1898207,31.2,31.2,73%,43,81.82,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SMC71586.1?report=genbank&log$=prottop&blast_rank=98&RID=WC88DCZ5013"",""SMC71586.1"")"
hypothetical protein AZH51_08805 [Branchiibius sp. NY16-3462-2],Branchiibius sp. NY16-3462-2,Branchiibius sp. NY16-3462-2,1807500,31.2,31.2,93%,43,62.50,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYH45781.1?report=genbank&log$=prottop&blast_rank=99&RID=WC88DCZ5013"",""KYH45781.1"")"
DEAD/DEAH box helicase [Euryarchaeota archaeon],Euryarchaeota archaeon,Euryarchaeota archaeon,2026739,30.8,30.8,86%,61,71.43,924,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO95254.1?report=genbank&log$=prottop&blast_rank=100&RID=WC88DCZ5013"",""MBO95254.1"")"



		


